                                                                         Intersection: US 64 at Connector Road
                                                                                     Count Number: 10-07023
                                                                                    NCDOT Division Number: 8
                                                                                             County: Randolph
                                                                                                 City: Asheboro
                                                                       12 Hour Count Volume: 10,365 vehicles

             Count Day & Date                       Count Time(s)                  Weather Conditions
          Monday, December 6, 2010           6 AM - 9 AM / 10 AM ­ 7 PM            Cold (26°F) & Sunny

  Counter: Al Daniels
  Data Processor: Shannon Grubbs, EI
  Data Collection Method: Jamar Count Board (Unit # D4-1802)

  NOTES
  1) No school is located in the immediate vicinity of the intersection.
  2) No pedestrians were observed.
  3) The SB, WB & EB approach grades are 0%, the NB is 1%.
  4) No highway construction was observed within a ¼ mile radius.
  5) Data collection equipment was operating correctly at time of
     count.
  6) Counter took a break from 2:00 to 2:30 PM. Data for this period
     was interpolated.
  7) The counter did not have any additional notes.
                                                                                                      VICINITY MAP




                                                                                  INTERSECTION SKETCH

Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8741
                                                                       Intersection: US 64 at Connector Road
                                                                                   Count Number: 10-07023
                                                                                  NCDOT Division Number: 8
                                                                                           County: Randolph
                                                                                               City: Asheboro
                                                                     12 Hour Count Volume: 10,365 vehicles


                              Intersection Leg Photographs ­ Facing Intersection




             Connector Road ­ Southern Leg                              Citgo Driveway ­ Northern Leg




              US Highway 64 ­ Western Leg                                US Highway 64 ­ Eastern Leg




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8741
                                                                       Intersection: US 64 at Connector Road
                                                                                   Count Number: 10-07023
                                                                                  NCDOT Division Number: 8
                                                                                           County: Randolph
                                                                                               City: Asheboro
                                                                     12 Hour Count Volume: 10,365 vehicles


                               Intersection Leg Photographs ­ Facing Upstream




             Connector Road ­ Southern Leg                              Citgo Driveway ­ Northern Leg




              US Highway 64 ­ Western Leg                                US Highway 64 ­ Eastern Leg




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8741
                                                        Mekuria Engineering, Inc.
                                                Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                       File Name    : 10-07023
Weather Conditions: Cold & Sunny                      phone: 919.833.8743 / fax: 919.833.1276                                Site Code    : 01007023
NCDOT Division: 8                                                                                                            Start Date   : 12/6/2010
County: Randolph                                                                                                             Page No      :1


                                                             Groups Printed- All Vehicles
                     Citgo Driveway (Middle of 3)       US Highway 64                Connector Road              US Highway 64
                              Southbound                   Westbound                    Northbound                  Eastbound
       Start Time       Right      Thru      Left    Right     Thru      Left     Right      Thru      Left   Right     Thru      Left     Int. Total
        03:00 PM           0         0         0        0       84        46        2         0          1      11      85           0          229
        03:15 PM           0         0         0        0      101        46        1         0          9       5      92           0          254
        03:30 PM           0         0         0        0      126        43        1         0          4       7      99           0          280
        03:45 PM           0         0         0        0       99        43        0         0          7       7     101           0          257
            Total          0         0         0        0      410       178        4         0         21      30     377           0         1020

        04:00 PM           0         0         0        0      115        67        2         0          3       7      91           6          291
        04:15 PM           0         0         0        0      133        55        2         0          9       5     100           0          304
                                                      Mekuria Engineering, Inc.
                                              Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                     File Name    : 10-07023
Weather Conditions: Cold & Sunny                    phone: 919.833.8743 / fax: 919.833.1276                                Site Code    : 01007023
NCDOT Division: 8                                                                                                          Start Date   : 12/6/2010
County: Randolph                                                                                                           Page No      :2

                                                           Groups Printed- All Vehicles
                   Citgo Driveway (Middle of 3)       US Highway 64                Connector Road              US Highway 64
                            Southbound                   Westbound                    Northbound                  Eastbound
       Start Time     Right      Thru      Left    Right     Thru      Left     Right      Thru      Left   Right     Thru      Left     Int. Total
        04:30 PM          0         0         0        0      109       62          3         0        4      15        87        0            280
        04:45 PM          0         0         0        0      129       45          1         0        9       8        89        0            281
             Total        0         0         0        0      486      229          8         0       25      35       367        6           1156

        05:00 PM         0         0         0        0      138        42        1         0          5       7     106           0          299
        05:15 PM         0         0         0        0      147        54        1         0          3       8     120           0          333
        05:30 PM         0         0         0        0      138        39        0         0          4      19     105           0          305
        05:45 PM         0         0         0        0      101        62        1         0          1      12     107           0          284
            Total        0         0         0        0      524       197        3         0         13      46     438           0         1221

        06:00 PM         0         0         0        0       78        44        0         0          1       7      91           4          225
        06:15 PM         0         0         0        0       93        45        3         0          0       9      83           0          233
        06:30 PM         0         0         0        0       74        38        1         0          1       4      75           0          193
        06:45 PM         0         0         0        0       60        27        0         0          0       3      57           0          147
            Total        0         0         0        0      305       154        4         0          2      23     306           4          798

      Grand Total        0         0         0         3    3878     1823       62          5       173      382    4022         17        10365
        Apprch %         0         0         0       0.1      68       32      25.8       2.1       72.1     8.6      91         0.4
          Total %        0         0         0         0    37.4     17.6       0.6         0        1.7     3.7    38.8         0.2
                                                                    Mekuria Engineering, Inc.
                                                            Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                                                   File Name    : 10-07023
Weather Conditions: Cold & Sunny                                  phone: 919.833.8743 / fax: 919.833.1276                                                Site Code    : 01007023
NCDOT Division: 8                                                                                                                                        Start Date   : 12/6/2010
County: Randolph                                                                                                                                         Page No      :3

                                                                           Citgo Driveway (Middle of 3)
                                                                             Out       In      Total
                                                                               25         0        25


                                                                                  0     0         0
                                                                              Right Thru      Left
                                       8472
                                       Total




                                                                                                                                4084
                                                                                                                                Out
                                                 17




                                                                                                                   Right Thru
                                               Left
                         US Highway 64




                                                                                                                                    US Highway 64
                                                                                      North




                                                                                                                       3 3878
                               4421


                                                 382 4022
                                               Right Thru
                                In




                                                                                                                                         5704
                                                                                                                                          In
                                                                              12/6/2010 06:00 AM
                                                                              12/6/2010 06:45 PM




                                                                                                                   1823
                                                                                                                   Left
                       4051




                                                                              All Vehicles
                       Out




                                                                                                                                                 Total
                                                                                                                                                  9788
                                                                               Left Thru Right
                                                                                173     5   62


                                                                             2205      240     2445
                                                                             Out      In      Total
                                                                                 Connector Road
                                                                         Mekuria Engineering, Inc.
                                                                 Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                                                                         File Name    : 10-07023
Weather Conditions: Cold & Sunny                                       phone: 919.833.8743 / fax: 919.833.1276                                                                 Site Code    : 01007023
NCDOT Division: 8                                                                                                                                                              Start Date   : 12/6/2010
County: Randolph                                                                                                                                                               Page No      :4



                  Citgo Driveway (Middle of 3)            US Highway 64                                     Connector Road                   US Highway 64
                           Southbound                       Westbound                                         Northbound                      Eastbound
   Start Time Right Thru            Left App. Total Right Thru     Left App. Total                     Right Thru    Left App. Total   Right Thru    Left App. Total                          Int. Total
Peak Hour Analysis From 06:00 AM to 09:45 AM - Peak 1 of 1
Peak Hour for Entire Intersection Begins at 07:30 AM
    07:30 AM          0       0       0          0      0    64     44       108                              0     0      3      3            17        100                     0     117         228
    07:45 AM          0       0       0          0      0    60     35        95                              0     0      4      4         15           136                     0     151         250
    08:00 AM          0       0       0          0      0    64     26        90                              0     1      7       8        13         114                       7     134         232
    08:15 AM          0       0       0          0      0    63     34        97                              1      0      4     5          6         104                        0    110         212
 Total Volume         0       0       0          0      0   251    139       390                          1          1     18    20         51         454                        7    512         922
 % App. Total         0       0       0                 0  64.4   35.6                                    5          5     90               10        88.7                      1.4
          PHF     .000     .000    .000      .000    .000  .980   .790      .903                       .250       .250   .643   .625      .750        .835                    .250     .848       .922

                                                                                 Citgo Driveway (Middle of 3)
                                                                                   Out       In       Total
                                                                                       8        0          8


                                                                                        0     0               0
                                                                                    Right Thru         Left




                                                                               Peak Hour Data
                                             781
                                            Total




                                                                                                                                                    Out
                                                                                                                                                     455
                                                    7




                                                                                                                                       Right Thru
                                                         Left




                                                                                                                                                        US Highway 64
                                                                                               North
                              US Highway 64




                                                                                                                                           0
                                      512


                                                           454
                                                    Right Thru
                                     In




                                                                                                                                                              In
                                                                                                                                              251


                                                                                Peak Hour Begins at 07:30 AM                                                   390

                                                                                All Vehicles
                                                       51




                                                                                                                                       Left
                             269




                                                                                                                                        139
                            Out




                                                                                                                                                                      Total
                                                                                                                                                                       845




                                                                                     Left Thru Right
                                                                                       18     1    1


                                                                                    190       20       210
                                                                                   Out      In       Total
                                                                                       Connector Road
                                                                         Mekuria Engineering, Inc.
                                                                 Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                                                                            File Name    : 10-07023
Weather Conditions: Cold & Sunny                                       phone: 919.833.8743 / fax: 919.833.1276                                                                    Site Code    : 01007023
NCDOT Division: 8                                                                                                                                                                 Start Date   : 12/6/2010
County: Randolph                                                                                                                                                                  Page No      :5


                  Citgo Driveway (Middle of 3)            US Highway 64                                     Connector Road                   US Highway 64
                           Southbound                       Westbound                                         Northbound                      Eastbound
   Start Time Right Thru            Left App. Total Right Thru     Left App. Total                     Right Thru    Left App. Total   Right Thru    Left App. Total                             Int. Total
Peak Hour Analysis From 10:00 AM to 01:45 PM - Peak 1 of 1
Peak Hour for Entire Intersection Begins at 01:00 PM
    01:00 PM          0       0       0          0      0    61     36        97                              1      0     3      4                 8             89                 0     97         198
    01:15 PM          0       0       0          0      0    83     36       119                              2      0     3      5                 8       85                       0     93         217
    01:30 PM          0       0       0          0      0    69     48       117                              0      0     3      3                 9       55                       0     64         184
    01:45 PM          0       0       0          0      0    78     44       122                              6      0     5     11           8             72                       0     80         213
 Total Volume         0       0       0          0      0   291    164       455                          9          0     14    23          33            301                       0    334         812
 % App. Total         0       0       0                 0    64     36                                 39.1          0   60.9               9.9           90.1                       0
          PHF     .000     .000    .000      .000    .000  .877   .854      .932                       .375       .000   .700   .523      .917            .846                    .000    .861       .935

                                                                                 Citgo Driveway (Middle of 3)
                                                                                   Out       In       Total
                                                                                       0        0          0


                                                                                        0     0               0
                                                                                    Right Thru         Left




                                                                               Peak Hour Data
                                             639
                                            Total




                                                                                                                                                        Out
                                                                                                                                                         310
                                                    0




                                                                                                                                       Right Thru
                                                         Left




                                                                                                                                                            US Highway 64
                                                                                               North
                              US Highway 64




                                                                                                                                           0
                                      334


                                                           301
                                                    Right Thru
                                     In




                                                                                                                                                                  In
                                                                                                                                              291
                                                                                Peak Hour Begins at 01:00 PM

                                                                                All Vehicles                                                                       455
                                                       33




                                                                                                                                       Left
                             305




                                                                                                                                        164
                            Out




                                                                                                                                                                          Total
                                                                                                                                                                           765




                                                                                     Left Thru Right
                                                                                       14     0    9


                                                                                    197       23       220
                                                                                   Out      In       Total
                                                                                       Connector Road
                                                                         Mekuria Engineering, Inc.
                                                                 Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                                                                            File Name    : 10-07023
Weather Conditions: Cold & Sunny                                       phone: 919.833.8743 / fax: 919.833.1276                                                                    Site Code    : 01007023
NCDOT Division: 8                                                                                                                                                                 Start Date   : 12/6/2010
County: Randolph                                                                                                                                                                  Page No      :6


                  Citgo Driveway (Middle of 3)            US Highway 64                                     Connector Road                   US Highway 64
                           Southbound                       Westbound                                         Northbound                      Eastbound
   Start Time Right Thru            Left App. Total Right Thru     Left App. Total                     Right Thru    Left App. Total   Right Thru    Left App. Total                             Int. Total
Peak Hour Analysis From 02:00 PM to 06:45 PM - Peak 1 of 1
Peak Hour for Entire Intersection Begins at 05:00 PM
    05:00 PM          0       0       0          0      0   138     42       180                              1      0     5       6                7        106                     0    113         299
    05:15 PM          0       0       0          0      0   147     54       201                          1          0      3     4                 8        120                     0    128         333
    05:30 PM          0       0       0          0      0   138     39       177                          0          0      4     4            19          105                       0    124        305
    05:45 PM          0       0       0          0      0   101     62       163                          1          0      1     2          12            107                       0    119        284
 Total Volume         0       0       0          0      0   524    197       721                          3          0     13    16          46            438                       0    484       1221
 % App. Total         0       0       0                 0  72.7   27.3                                 18.8          0   81.2               9.5           90.5                       0
          PHF     .000     .000    .000      .000    .000  .891   .794      .897                       .750       .000   .650   .667      .605            .913                    .000    .945       .917

                                                                                 Citgo Driveway (Middle of 3)
                                                                                   Out       In       Total
                                                                                       0        0          0


                                                                                        0     0               0
                                                                                    Right Thru         Left




                                                                               Peak Hour Data
                                            1021
                                            Total




                                                                                                                                                        Out
                                                                                                                                                         441
                                                    0




                                                                                                                                       Right Thru
                                                         Left




                                                                                                                                                            US Highway 64
                                                                                               North
                              US Highway 64




                                                                                                                                           0
                                      484


                                                           438
                                                    Right Thru
                                     In




                                                                                                                                                                  In
                                                                                                                                              524
                                                                                Peak Hour Begins at 05:00 PM

                                                                                All Vehicles                                                                       721
                                                       46




                                                                                                                                       Left
                             537




                                                                                                                                        197
                            Out




                                                                                                                                                                          Total
                                                                                                                                                                          1162




                                                                                     Left Thru Right
                                                                                       13     0    3


                                                                                    243       16       259
                                                                                   Out      In       Total
                                                                                       Connector Road
                                                        Mekuria Engineering, Inc.
                                                Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                       File Name    : 10-07023
Weather Conditions: Cold & Sunny                      phone: 919.833.8743 / fax: 919.833.1276                                Site Code    : 01007023
NCDOT Division: 8                                                                                                            Start Date   : 12/6/2010
County: Randolph                                                                                                             Page No      :1


                                                           Groups Printed- Trucks (3+ Axles)
                     Citgo Driveway (Middle of 3)       US Highway 64                 Connector Road             US Highway 64
                              Southbound                   Westbound                     Northbound                 Eastbound
       Start Time       Right      Thru      Left    Right     Thru       Left     Right      Thru     Left   Right     Thru      Left     Int. Total
        06:00 AM            0         0         0        0        3         1          0         0       0       0         3        0              7
        06:15 AM            0         0         0        0        5         0          0         0       0       0         4        0              9
        06:30 AM            0         0         0        0        4         2          0         0       0       1         4        0             11
        06:45 AM            0         0         0        0        7         5          0         0       0       0         3        0             15
             Total          0         0         0        0       19         8          0         0       0       1        14        0             42

        07:00 AM           0         0         0        0         5        3         0         0         0       0       6           0            14
        07:15 AM           0         0         0        0         3        2         0         0         0       0      10           0            15
        07:30 AM           0         0         0        0         5        5         0         0         0       0       8           0            18
        07:45 AM           0         0         0        0         2        7         0         0         0       1       6           0            16
            Total          0         0         0        0        15       17         0         0         0       1      30           0            63

        08:00 AM           0         0         0        0         3        7         0         0         0       3       1           0            14
        08:15 AM           0         0         0        0         3        2         0         0         0       0       4           0             9
        08:30 AM           0         0         0        0         3        4         0         0         0       1       9           0            17
        08:45 AM           0         0         0        0         7        4         1         0         2       1       6           0            21
            Total          0         0         0        0        16       17         1         0         2       5      20           0            61

        09:00 AM           0         0         0        0         0        0         0         0         0       0       0           0             0
        09:15 AM           0         0         0        0         0        0         0         0         0       0       0           0             0
        09:30 AM           0         0         0        0         0        0         0         0         0       0       0           0             0
        09:45 AM           0         0         0        0         0        0         0         0         0       0       0           0             0
            Total          0         0         0        0         0        0         0         0         0       0       0           0             0

        10:00 AM           0         0         0        0         8        6         0         0         0       1      15           0            30
        10:15 AM           0         0         0        0         9        4         0         0         0       0       5           0            18
        10:30 AM           0         0         0        0        14        0         1         0         1       0       9           0            25
        10:45 AM           0         0         0        0         5        4         0         0         0       0      13           0            22
            Total          0         0         0        0        36       14         1         0         1       1      42           0            95

        11:00 AM           0         0         0        0         6        4         0         0         0       0       6           0            16
        11:15 AM           0         0         0        0        10        6         0         0         0       1       4           0            21
        11:30 AM           0         0         0        0        11        7         0         0         0       1       6           0            25
        11:45 AM           0         0         0        0         2        3         0         0         0       0       8           0            13
            Total          0         0         0        0        29       20         0         0         0       2      24           0            75

        12:00 PM           0         0         0        0        10        8         0         0         1       1      10           0            30
        12:15 PM           0         0         0        0         8        2         0         0         1       0      12           0            23
        12:30 PM           0         0         0        0         7        1         0         0         0       0       4           0            12
        12:45 PM           0         0         0        0         5        5         0         0         0       1       4           0            15
            Total          0         0         0        0        30       16         0         0         2       2      30           0            80

        01:00 PM           0         0         0        0         5        6         0         0         0       2      12           0            25
        01:15 PM           0         0         0        0        10        4         0         0         0       1       6           0            21
        01:30 PM           0         0         0        0         9        6         0         0         0       2       7           0            24
        01:45 PM           0         0         0        0         6        5         0         0         0       0       8           0            19
            Total          0         0         0        0        30       21         0         0         0       5      33           0            89

        02:00 PM           0         0         0        0         0        0         0         0         0       0       0           0             0
        02:15 PM           0         0         0        0         0        0         0         0         0       0       0           0             0
        02:30 PM           0         0         0        0         4        1         1         0         0       0       8           0            14
        02:45 PM           0         0         0        0         4        6         0         0         0       0       4           0            14
            Total          0         0         0        0         8        7         1         0         0       0      12           0            28

        03:00 PM           0         0         0        0        10        1         0         0         0       0       3           0            14
        03:15 PM           0         0         0        0         8        2         0         0         0       0       5           0            15
        03:30 PM           0         0         0        0         5        2         0         0         0       0       2           0             9
        03:45 PM           0         0         0        0         3        3         0         0         0       1       6           0            13
            Total          0         0         0        0        26        8         0         0         0       1      16           0            51
                                                        Mekuria Engineering, Inc.
                                                Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                        File Name    : 10-07023
Weather Conditions: Cold & Sunny                      phone: 919.833.8743 / fax: 919.833.1276                                 Site Code    : 01007023
NCDOT Division: 8                                                                                                             Start Date   : 12/6/2010
County: Randolph                                                                                                              Page No      :2

                                                           Groups Printed- Trucks (3+ Axles)
                     Citgo Driveway (Middle of 3)       US Highway 64                 Connector Road             US Highway 64
                              Southbound                   Westbound                     Northbound                 Eastbound
       Start Time       Right      Thru      Left    Right     Thru       Left     Right      Thru     Left   Right     Thru       Left     Int. Total
        04:00 PM            0         0         0        0        9         1          0         0       0       0         2         0             12
        04:15 PM            0         0         0        0        2         1          0         0       0       0         4         0              7
        04:30 PM            0         0         0        0        1         2          0         0       0       0         4         0              7
        04:45 PM            0         0         0        0        3         3          0         0       0       0         4         0             10
             Total          0         0         0        0       15         7          0         0       0       0        14         0             36

        05:00 PM           0         0         0        0         5        0         0         0         0       0       1            0             6
        05:15 PM           0         0         0        0         3        0         0         0         1       0       2            0             6
        05:30 PM           0         0         0        0         6        0         0         0         0       0       3            0             9
        05:45 PM           0         0         0        0         6        0         0         0         0       0       0            0             6
            Total          0         0         0        0        20        0         0         0         1       0       6            0            27

        06:00 PM           0         0         0        0         2        1         0         0         0       1       1            0             5
        06:15 PM           0         0         0        0         3        0         0         0         0       0       4            0             7
        06:30 PM           0         0         0        0         4        0         0         0         0       0       2            0             6
        06:45 PM           0         0         0        0         2        0         0         0         0       0       3            0             5
            Total          0         0         0        0        11        1         0         0         0       1      10            0            23

      Grand Total          0         0         0        0      255      136          3         0          6    19      251            0          670
        Apprch %           0         0         0        0      65.2     34.8      33.3         0       66.7      7      93            0
          Total %          0         0         0        0      38.1     20.3       0.4         0        0.9    2.8     37.5           0

