                                                                   Intersection: NC 27 at SR 1561 (Bailey Road)
                                                                                     Count Number: 10-07025
                                                                                   NCDOT Division Number: 6
                                                                                               County: Harnett
                                                                                                    City: Coats
                                                                        12 Hour Count Volume: 3,663 vehicles

             Count Day & Date                       Count Time(s)                  Weather Conditions
         Monday, December 13, 2010                   3 PM ­ 7 PM                      Clear (30°F)
         Tuesday, December 14, 2010          6 AM - 9 AM / 10 AM ­ 3 PM               Clear (20°F)

  Counter: Al Daniels
  Data Processor: Shannon Grubbs, EI
  Data Collection Method: Jamar Count Board (Unit # T12-1590)

  NOTES
  1) No school is located in the immediate vicinity of the intersection.
  2) Pedestrians were observed and counted - none were disabled.
  3) All approach grades are 0%.
  4) No highway construction was observed within a ¼ mile radius.
  5) Data collection equipment was operating correctly at time of
     count.
  6) Counter took a break from 11:00 to 11:15 AM. Data for this
     period was interpolated.                                                                         VICINITY MAP
  7) The counter did not have any additional notes.




                                                                                     INTERSECTION SKETCH

Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8741
                                                                 Intersection: NC 27 at SR 1561 (Bailey Road)
                                                                                   Count Number: 10-07025
                                                                                 NCDOT Division Number: 6
                                                                                             County: Harnett
                                                                                                  City: Coats
                                                                      12 Hour Count Volume: 3,663 vehicles


                              Intersection Leg Photographs ­ Facing Intersection




          SR 1561 (Bailey Road) ­ Southern Leg                       SR 1561 (Bailey Road) ­ Northern Leg




              NC Highway 27 ­ Western Leg                                NC Highway 27 ­ Eastern Leg




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8741
                                                                 Intersection: NC 27 at SR 1561 (Bailey Road)
                                                                                   Count Number: 10-07025
                                                                                 NCDOT Division Number: 6
                                                                                             County: Harnett
                                                                                                  City: Coats
                                                                      12 Hour Count Volume: 3,663 vehicles


                               Intersection Leg Photographs ­ Facing Upstream




          SR 1561 (Bailey Road) ­ Southern Leg                       SR 1561 (Bailey Road) ­ Northern Leg




              NC Highway 27 ­ Western Leg                                NC Highway 27 ­ Eastern Leg




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8741
                                                     Mekuria Engineering, Inc.
                                             Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                 File Name      : 10-07025
Weather Conditions: Clear                          phone: 919.833.8743 / fax: 919.833.1276                             Site Code      : 01007025
NCDOT Division: 6                                                                                                      Start Date     : 12/13/2010
County: Harnett                                                                                                        Page No        :1


                                                 Groups Printed- All Vehicles - Trucks (3+ Axles)
                      SR 1561 (Bailey Road)         NC Highway 27                SR 1561 (Bailey Road)         NC Highway 27
                            Southbound                 Westbound                       Northbound                 Eastbound
        Start Time    Right      Thru     Left   Right     Thru        Left      Right      Thru     Left   Right     Thru     Left     Int. Total
        03:45 PM            1      2        5        0        42         7         0         3         0       1      38         0            99
            Total           1      8       21       13       190        10         8         8         7       4     135         3           408

        04:00 PM            0      1        4        2        49         2         4         5         1       2      43         1           114
        04:15 PM            0      2        0        2        50         4         0         0         0       1      42         0           101
                                                       Mekuria Engineering, Inc.
                                               Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                   File Name      : 10-07025
Weather Conditions: Clear                            phone: 919.833.8743 / fax: 919.833.1276                             Site Code      : 01007025
NCDOT Division: 6                                                                                                        Start Date     : 12/13/2010
County: Harnett                                                                                                          Page No        :2

                                                   Groups Printed- All Vehicles - Trucks (3+ Axles)
                        SR 1561 (Bailey Road)         NC Highway 27                SR 1561 (Bailey Road)         NC Highway 27
                              Southbound                 Westbound                       Northbound                 Eastbound
         Start Time     Right      Thru     Left   Right     Thru        Left      Right      Thru     Left   Right     Thru     Left     Int. Total
          04:30 PM         1          6       3        1        44          1         1          3       0       2        28       0             90
          04:45 PM         0          1       2        3        38          1         0          1       0       1        35       1             83
               Total       1         10       9        8      181           8         5          9       1       6       148       2            388

          05:00 PM          0        6        6        6        67         2         0         3         2       4      59         0           155
          05:15 PM          0        4        5        5        51         2         2         2         1       6      48         0           126
          05:30 PM          1        3        3        4        33         1         2         3         1       3      52         1           107
          05:45 PM          1        1        4        3        39         1         2         2         2       0      29         2            86
              Total         2       14       18       18       190         6         6        10         6      13     188         3           474

          06:00 PM          0        1        3        1        42         0         5         0         0       2      37         1            92
          06:15 PM          0        3       10        2        27         1         1         1         3       1      40         0            89
          06:30 PM          0        2        5        0        21         0         1         2         2       1      34         0            68
          06:45 PM          1        2        4        0        20         2         1         0         2       1      29         0            62
              Total         1        8       22        3       110         3         8         3         7       5     140         1           311

      Grand Total        24         78     127       102     1570         59       60        66        58       50    1450        19          3663
         Apprch %       10.5      34.1     55.5      5.9     90.7        3.4      32.6      35.9      31.5     3.3    95.5       1.3
           Total %       0.7       2.1      3.5      2.8     42.9        1.6       1.6       1.8       1.6     1.4    39.6       0.5
      All Vehicles       24         77     127       102     1510         59       60        66        58       50    1392        19          3544
    % All Vehicles      100       98.7     100       100     96.2        100      100       100       100      100      96       100          96.8
 Trucks (3+ Axles)         0         1        0        0       60          0         0         0         0       0      58         0           119
  % Trucks (3+ Axles)      0       1.3        0        0       3.8         0         0         0         0       0       4         0            3.2
                                                                 Mekuria Engineering, Inc.
                                                         Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                                            File Name    : 10-07025
Weather Conditions: Clear                                      phone: 919.833.8743 / fax: 919.833.1276                                            Site Code    : 01007025
NCDOT Division: 6                                                                                                                                 Start Date   : 12/13/2010
County: Harnett                                                                                                                                   Page No      :3

                                                                          SR 1561 (Bailey Road)
                                                                          Out      In      Total
                                                                           187      228      415
                                                                              0       1         1
                                                                           187      229      416


                                                                              24   77      127
                                                                               0     1        0
                                                                              24   78      127
                                                                           Right Thru     Left
                                        3053

                                        3171
                                         118
                                        Total




                                                                                                                         1637

                                                                                                                         1579
                                                                                                                         Out
                                                  19

                                                  19
                                                    0




                                                                                                            Right Thru




                                                                                                                           58
                                                Left




                                                                                                              102 1570

                                                                                                              102 1510
                          NC Highway 27




                                                                                                                             NC Highway 27
                                                                                  North




                                                                                                                0
                                1461

                                1519
                                   58




                                                                          12/13/2010 06:00 AM
                                                   50 1392

                                                   50 1450
                                                        58

                                                Right Thru
                                 In




                                                                                                                                  1731

                                                                                                                                  1671
                                                                                                                                   In
                                                                          12/13/2010 06:45 PM




                                                                                                                    60




                                                                                                                                     60
                                                                          All Vehicles
                                                    0




                                                                                                            Left
                        1592

                        1652
                          60




                                                                          Trucks (3+ Axles)
                        Out




                                                                                                                                          Total
                                                                                                              59

                                                                                                              59


                                                                                                                                           3368

                                                                                                                                           3250
                                                                                                                0




                                                                                                                                            118
                                                                            Left Thru Right
                                                                              58   66    60
                                                                                0    0    0
                                                                              58   66    60


                                                                           186      184      370
                                                                              1       0         1
                                                                           187      184      371
                                                                          Out      In      Total
                                                                          SR 1561 (Bailey Road)
                                                                         Mekuria Engineering, Inc.
                                                                 Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                                                                              File Name    : 10-07025
Weather Conditions: Clear                                              phone: 919.833.8743 / fax: 919.833.1276                                                                      Site Code    : 01007025
NCDOT Division: 6                                                                                                                                                                   Start Date   : 12/13/2010
County: Harnett                                                                                                                                                                     Page No      :4



                     SR 1561 (Bailey Road)                 NC Highway 27                                   SR 1561 (Bailey Road)               NC Highway 27
                           Southbound                        Westbound                                         Northbound                       Eastbound
   Start Time Right Thru            Left App. Total Right Thru      Left App. Total                     Right Thru     Left App. Total   Right Thru    Left App. Total                                Int. Total
Peak Hour Analysis From 06:00 AM to 09:45 AM - Peak 1 of 1
Peak Hour for Entire Intersection Begins at 07:45 AM
    07:45 AM          0       1       9        10        6    27       0       33                          2       1       2        5                 1             54                 0         55        103
    08:00 AM          0       1       3          4       0    45       0       45                          2       3       2        7           0             46                       1      47           103
    08:15 AM          1       1       1          3       5    45       1       51                          0       1       1        2           0             28                        0     28            84
    08:30 AM          1       3       2          6       1    46       3       50                          0       2       0        2           0             32                        0     32            90
 Total Volume         2       6      15        23       12   163       4      179                          4       7       5       16           1            160                        1    162           380
 % App. Total       8.7    26.1    65.2                6.7  91.1     2.2                                  25    43.8    31.2                  0.6           98.8                      0.6
          PHF     .500     .500    .417      .575    .500   .886   .333      .877                       .500    .583    .625     .571       .250            .741                    .250     .736         .922

                                                                                  SR 1561 (Bailey Road)
                                                                                  Out      In       Total
                                                                                    20       23        43


                                                                                        2     6           15
                                                                                    Right Thru          Left




                                                                               Peak Hour Data
                                             332
                                            Total




                                                                                                                                                          Out
                                                                                                                                                           179
                                                    1




                                                                                                                                         Right Thru
                                                         Left




                                                                                                                                                              NC Highway 27
                                                                                                North
                              NC Highway 27




                                                                                                                                            12
                                      162


                                                           160
                                                    Right Thru
                                     In




                                                                                                                                                                    In
                                                                                                                                                163


                                                                                Peak Hour Begins at 07:45 AM                                                         179

                                                                                All Vehicles
                                                        1




                                                                                                                                         Left
                             170




                                                                                Trucks (3+ Axles)
                            Out




                                                                                                                                                                            Total
                                                                                                                                                4


                                                                                                                                                                             358




                                                                                     Left       Thru Right
                                                                                            5       7    4


                                                                                    11       16        27
                                                                                  Out      In       Total
                                                                                  SR 1561 (Bailey Road)
                                                                         Mekuria Engineering, Inc.
                                                                 Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                                                                          File Name    : 10-07025
Weather Conditions: Clear                                              phone: 919.833.8743 / fax: 919.833.1276                                                                  Site Code    : 01007025
NCDOT Division: 6                                                                                                                                                               Start Date   : 12/13/2010
County: Harnett                                                                                                                                                                 Page No      :5


                     SR 1561 (Bailey Road)                 NC Highway 27                               SR 1561 (Bailey Road)               NC Highway 27
                           Southbound                        Westbound                                     Northbound                       Eastbound
   Start Time Right Thru            Left App. Total Right Thru      Left App. Total                 Right Thru     Left App. Total   Right Thru    Left App. Total                                Int. Total
Peak Hour Analysis From 10:00 AM to 01:45 PM - Peak 1 of 1
Peak Hour for Entire Intersection Begins at 12:45 PM
    12:45 PM          1       2       3          6       2    28       0       30                      1         1      2       4                 0             31                 0         31         71
    01:00 PM          0       1       0          1       2    25       0       27                      1         3      5       9                 1             35                 0         36         73
    01:15 PM          1       3       4          8       0    27       1       28                      1          1      2      4                 2       28                       1      31            71
    01:30 PM          2       1       4          7       3    42       0       45                      0          0      3      3           0             29                        0     29            84
 Total Volume         4       7      11        22        7   122       1      130                      3          5     12     20           3            123                        1    127           299
 % App. Total     18.2     31.8      50                5.4  93.8     0.8                              15         25     60                2.4           96.9                      0.8
          PHF     .500     .583    .688      .688    .583   .726   .250      .722                   .750       .417   .600   .556       .375            .879                    .250     .882         .890

                                                                                  SR 1561 (Bailey Road)
                                                                                  Out      In       Total
                                                                                    13       22        35


                                                                                        4     7       11
                                                                                    Right Thru      Left




                                                                               Peak Hour Data
                                             265
                                            Total




                                                                                                                                                      Out
                                                                                                                                                       137
                                                    1




                                                                                                                                     Right Thru
                                                         Left




                                                                                                                                                          NC Highway 27
                                                                                           North
                              NC Highway 27




                                                                                                                                         7
                                      127


                                                           123
                                                    Right Thru
                                     In




                                                                                                                                                                In
                                                                                                                                            122
                                                                                Peak Hour Begins at 12:45 PM

                                                                                All Vehicles                                                                     130
                                                        3




                                                                                                                                     Left
                             138




                                                                                Trucks (3+ Axles)
                            Out




                                                                                                                                                                        Total
                                                                                                                                            1


                                                                                                                                                                         267




                                                                                     Left Thru Right
                                                                                       12     5    3


                                                                                    11       20        31
                                                                                  Out      In       Total
                                                                                  SR 1561 (Bailey Road)
                                                                         Mekuria Engineering, Inc.
                                                                 Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                                                                              File Name    : 10-07025
Weather Conditions: Clear                                              phone: 919.833.8743 / fax: 919.833.1276                                                                      Site Code    : 01007025
NCDOT Division: 6                                                                                                                                                                   Start Date   : 12/13/2010
County: Harnett                                                                                                                                                                     Page No      :6


                     SR 1561 (Bailey Road)                 NC Highway 27                                   SR 1561 (Bailey Road)               NC Highway 27
                           Southbound                        Westbound                                         Northbound                       Eastbound
   Start Time Right Thru            Left App. Total Right Thru      Left App. Total                     Right Thru     Left App. Total   Right Thru    Left App. Total                                Int. Total
Peak Hour Analysis From 02:00 PM to 06:45 PM - Peak 1 of 1
Peak Hour for Entire Intersection Begins at 05:00 PM
    05:00 PM          0       6       6        12        6    67       2       75                          0       3       2        5                 4             59                 0         63        155
    05:15 PM          0       4       5          9       5    51       2       58                          2       2       1        5                 6       48                       0      54           126
    05:30 PM          1       3       3          7       4    33       1       38                          2       3       1        6           3             52                       1      56           107
    05:45 PM          1       1       4          6       3    39       1       43                          2       2       2        6           0             29                       2      31            86
 Total Volume         2      14      18        34       18   190       6      214                          6      10       6       22          13            188                        3    204           474
 % App. Total       5.9    41.2    52.9                8.4  88.8     2.8                                27.3    45.5    27.3                  6.4           92.2                      1.5
          PHF     .500     .583    .750      .708    .750   .709   .750      .713                       .750    .833    .750     .917       .542            .797                    .375     .810         .765

                                                                                  SR 1561 (Bailey Road)
                                                                                  Out      In       Total
                                                                                    31       34        65


                                                                                        2    14           18
                                                                                    Right Thru          Left




                                                                               Peak Hour Data
                                             402
                                            Total




                                                                                                                                                          Out
                                                                                                                                                           212
                                                    3




                                                                                                                                         Right Thru
                                                         Left




                                                                                                                                                              NC Highway 27
                                                                                                North
                              NC Highway 27




                                                                                                                                            18
                                      204


                                                           188
                                                    Right Thru
                                     In




                                                                                                                                                                    In
                                                                                                                                                190
                                                                                Peak Hour Begins at 05:00 PM

                                                                                All Vehicles                                                                         214
                                                       13




                                                                                                                                         Left
                             198




                                                                                Trucks (3+ Axles)
                            Out




                                                                                                                                                                            Total
                                                                                                                                                6


                                                                                                                                                                             426




                                                                                     Left       Thru Right
                                                                                            6     10     6


                                                                                    33       22        55
                                                                                  Out      In       Total
                                                                                  SR 1561 (Bailey Road)
                                                     Mekuria Engineering, Inc.
                                             Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                               File Name      : 10-07025
Weather Conditions: Clear                          phone: 919.833.8743 / fax: 919.833.1276                           Site Code      : 01007025
NCDOT Division: 6                                                                                                    Start Date     : 12/13/2010
County: Harnett                                                                                                      Page No        :1


                                                          Groups Printed- All Vehicles
                      SR 1561 (Bailey Road)          NC Highway 27             SR 1561 (Bailey Road)         NC Highway 27
                            Southbound                  Westbound                    Northbound                 Eastbound
        Start Time    Right      Thru     Left    Right     Thru      Left     Right      Thru     Left   Right     Thru     Left     Int. Total
         06:00 AM        0          2       1         1       10        0          1         0       3       0        18       0             36
         06:15 AM        2          0       0         0       26        1          0         2       0       0        16       0             47
         06:30 AM        1          0       2         1       31        1          1         0       1       0        27       0             65
         06:45 AM        2          1       1         1       18        0          0         1       0       2        16       0             42
              Total      5          3       4         3       85        2          2         3       4       2        77       0            190

        07:00 AM            0      1        1        0         2        0         0         0        0       0       0         0             4
        07:15 AM            0      1        2        2        26        0         4         1        1       0      20         0            57
        07:30 AM            1      0        1        4        23        0         1         1        0       0      32         0            63
        07:45 AM            0      1        9        6        26        0         2         1        2       1      51         0            99
            Total           1      3       13       12        77        0         7         3        3       1     103         0           223

        08:00 AM            0      1        3        0        42        0         2         3        2       0      44         1            98
        08:15 AM            1      1        1        5        43        1         0         1        1       0      26         0            80
        08:30 AM            1      3        2        1        42        3         0         2        0       0      29         0            83
        08:45 AM            2      2        1        0        40        2         0         1        2       0      27         0            77
            Total           4      7        7        6       167        6         2         7        5       0     126         1           338

***BREAK***

        10:00 AM            0      2        1        1        25        1         2         1        1       0      15         2            51
        10:15 AM            0      1        0        1        24        1         2         2        2       0      14         0            47
        10:30 AM            1      2        0        1        15        2         0         0        2       0      12         0            35
        10:45 AM            0      0        1        2        18        0         1         0        1       0       6         0            29
            Total           1      5        2        5        82        4         5         3        6       0      47         2           162

        11:00 AM            0      0        2        3        23        1         2         0        1       1      20         2            55
        11:15 AM            0      0        3        3        28        1         3         0        0       2      34         4            78
        11:30 AM            1      0        1        0        25        3         0         1        1       1      18         0            51
        11:45 AM            0      1        2        0        38        1         0         1        0       0      28         0            71
            Total           1      1        8        6       114        6         5         2        2       4     100         6           255

        12:00 PM            1      1        2        1        25        2         1         0        0       3      22         0            58
        12:15 PM            0      1        2        1        27        0         1         0        2       1      20         0            55
        12:30 PM            1      1        2        2        19        3         2         6        0       2      24         0            62
        12:45 PM            1      2        3        2        28        0         1         1        2       0      30         0            70
            Total           3      5        9        6        99        5         5         7        4       6      96         0           245

        01:00 PM            0      1        0        2        25        0         1         3        5       1      32         0            70
        01:15 PM            1      3        4        0        26        1         1         1        2       2      28         1            70
        01:30 PM            2      1        4        3        39        0         0         0        3       0      29         0            81
        01:45 PM            1      0        1        3        31        2         0         1        2       1      28         0            70
            Total           4      5        9        8       121        3         2         5       12       4     117         1           291

        02:00 PM            0      3        1        4        32        0         2         1        0       2      36         0            81
        02:15 PM            0      4        0        4        22        1         1         1        0       1      32         0            66
        02:30 PM            0      1        4        3        31        4         2         3        0       1      26         0            75
        02:45 PM            0      0        0        3        22        1         0         1        1       1      35         0            64
            Total           0      8        5       14       107        6         5         6        1       5     129         0           286

        03:00 PM            0      1        6        7        37        0         4         2        4       0      41         1           103
        03:15 PM            0      3        7        2        52        2         3         1        2       1      30         2           105
        03:30 PM            0      2        3        4        56        1         1         2        1       2      24         0            96
        03:45 PM            1      2        5        0        40        7         0         3        0       1      37         0            96
            Total           1      8       21       13       185       10         8         8        7       4     132         3           400

        04:00 PM            0      1        4        2        49        2         4         5        1       2      43         1           114
        04:15 PM            0      2        0        2        46        4         0         0        0       1      41         0            96
                                                     Mekuria Engineering, Inc.
                                             Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                               File Name      : 10-07025
Weather Conditions: Clear                          phone: 919.833.8743 / fax: 919.833.1276                           Site Code      : 01007025
NCDOT Division: 6                                                                                                    Start Date     : 12/13/2010
County: Harnett                                                                                                      Page No        :2

                                                          Groups Printed- All Vehicles
                      SR 1561 (Bailey Road)          NC Highway 27             SR 1561 (Bailey Road)         NC Highway 27
                            Southbound                  Westbound                    Northbound                 Eastbound
        Start Time    Right      Thru     Left    Right     Thru      Left     Right      Thru     Left   Right     Thru     Left     Int. Total
         04:30 PM        1          6       3         1       44        1          1         3       0       2        28       0             90
         04:45 PM        0          1       2         3       38        1          0         1       0       1        34       1             82
              Total      1         10       9         8      177        8          5         9       1       6       146       2            382

        05:00 PM            0      6        6        6        66        2         0         3        2       4      57         0           152
        05:15 PM            0      4        5        5        49        2         2         2        1       6      48         0           124
        05:30 PM            1      3        3        4        33        1         2         3        1       3      49         1           104
        05:45 PM            1      1        4        3        39        1         2         2        2       0      29         2            86
            Total           2     14       18       18       187        6         6        10        6      13     183         3           466

        06:00 PM            0      1        3        1        41        0         5         0        0       2      36         1            90
        06:15 PM            0      3       10        2        27        1         1         1        3       1      39         0            88
        06:30 PM            0      2        5        0        21        0         1         2        2       1      32         0            66
        06:45 PM            1      2        4        0        20        2         1         0        2       1      29         0            62
            Total           1      8       22        3       109        3         8         3        7       5     136         1           306

      Grand Total      24         77     127       102     1510        59       60        66       58      50     1392       19           3544
        Apprch %      10.5      33.8     55.7      6.1     90.4        3.5     32.6      35.9     31.5     3.4    95.3       1.3
          Total %      0.7       2.2      3.6      2.9     42.6        1.7      1.7       1.9      1.6     1.4    39.3       0.5
                                                     Mekuria Engineering, Inc.
                                             Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                               File Name      : 10-07025
Weather Conditions: Clear                          phone: 919.833.8743 / fax: 919.833.1276                           Site Code      : 01007025
NCDOT Division: 6                                                                                                    Start Date     : 12/13/2010
County: Harnett                                                                                                      Page No        :1


                                                        Groups Printed- Trucks (3+ Axles)
                      SR 1561 (Bailey Road)          NC Highway 27             SR 1561 (Bailey Road)         NC Highway 27
                            Southbound                  Westbound                     Northbound                Eastbound
        Start Time    Right      Thru     Left    Right     Thru       Left     Right      Thru    Left   Right     Thru     Left     Int. Total
         06:00 AM        0          0       0         0        0         0         0          0      0       0         2       0              2
         06:15 AM        0          0       0         0        2         0         0          0      0       0         2       0              4
         06:30 AM        0          0       0         0        4         0         0          0      0       0         3       0              7
         06:45 AM        0          0       0         0        1         0         0          0      0       0         1       0              2
              Total      0          0       0         0        7         0         0          0      0       0         8       0             15

        07:00 AM            0      0        0        0         0        0         0         0        0       0       0         0              0
        07:15 AM            0      0        0        0         2        0         0         0        0       0       1         0              3
        07:30 AM            0      0        0        0         2        0         0         0        0       0       2         0              4
        07:45 AM            0      0        0        0         1        0         0         0        0       0       3         0              4
            Total           0      0        0        0         5        0         0         0        0       0       6         0             11

        08:00 AM            0      0        0        0         3        0         0         0        0       0       2         0              5
        08:15 AM            0      0        0        0         2        0         0         0        0       0       2         0              4
        08:30 AM            0      0        0        0         4        0         0         0        0       0       3         0              7
        08:45 AM            0      0        0        0         2        0         0         0        0       0       3         0              5
            Total           0      0        0        0        11        0         0         0        0       0      10         0             21

        09:00 AM            0      0        0        0         0        0         0         0        0       0       0         0              0
        09:15 AM            0      0        0        0         0        0         0         0        0       0       0         0              0
        09:30 AM            0      0        0        0         0        0         0         0        0       0       0         0              0
        09:45 AM            0      0        0        0         0        0         0         0        0       0       0         0              0
