                                                                 Intersection: NC 11 at SR 1143 (Liddell Road)
                                                                                   Count Number: 11-07076
                                                                                  NCDOT Division Number: 2
                                                                                              County: Lenoir
                                                                                              City: Deep Run
                                                                       12 Hour Count Volume: 6,650 vehicles

              Count Day & Date                     Count Time(s)                   Weather Conditions
          Thursday, October 13, 2011        6 AM ­ 9 AM / 10 AM ­ 7 PM                  Cloudy

  Counter: Jim Haggard
  Data Processor: Shannon Grubbs, EI
  Data Collection Method: Jamar Count Board (Unit # D4-4240)

  NOTES
  1) South Lenoir High School is located less than 1 mile from the
     studied intersection and was in session on the date of the count,
     as were all Lenoir County Schools.
  2) No pedestrians were observed.
  3) All approach grades are 0%.
  4) No highway construction was observed within a ¼ mile radius.
  5) Data collection equipment was operating correctly at time of
     count.
  6) The counter did not have any additional notes.
                                                                                                     VICINITY MAP




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8743
                                                                 Intersection: NC 11 at SR 1143 (Liddell Road)
                                                                                   Count Number: 11-07076
                                                                                  NCDOT Division Number: 2
                                                                                              County: Lenoir
                                                                                              City: Deep Run
                                                                       12 Hour Count Volume: 6,650 vehicles


                              Intersection Leg Photographs ­ Facing Intersection




              NC Highway 11 ­ Southern Leg                              NC Highway 11 ­ Northern Leg




          SR 1143 (Liddell Road) ­ Western Leg                       SR 1143 (Liddell Road) ­ Eastern Leg




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8743
                                                                 Intersection: NC 11 at SR 1143 (Liddell Road)
                                                                                   Count Number: 11-07076
                                                                                  NCDOT Division Number: 2
                                                                                              County: Lenoir
                                                                                              City: Deep Run
                                                                       12 Hour Count Volume: 6,650 vehicles


                               Intersection Leg Photographs ­ Facing Upstream




             NC Highway 11 ­ Southern Leg                               NC Highway 11 ­ Northern Leg




          SR 1143 (Liddell Road) ­ Western Leg                        SR 1143 (Liddell Road) ­ Eastern Leg




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8743
                                                    Mekuria Engineering, Inc.
                                           Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Jim Haggard                                                                                                   File Name     : 11-07076
Weather Conditions: Cloudy                       phone: 919.833.8743 / fax: 919.833.1276                                  Site Code     : 01107076
NCDOT Division: 2                                                                                                         Start Date    : 10/13/2011
County: Lenoir                                                                                                            Page No       :1


                                              Groups Printed- Passenger Vehicles - Trucks (3+ Axles)
                         NC Highway 11           SR 1143 (Liddell Road)            NC Highway 11            SR 1143 (Liddell Road)
                            Southbound                  Westbound                     Northbound                  Eastbound
        Start Time    Right      Thru    Left     Right     Thru      Left     Right       Thru      Left   Right     Thru       Left     Int. Total
         03:30 PM        9      77         3         3         7         0         0        32         1       5         4         6           147
         03:45 PM       11      78         4         5        10         4         0        45         0       1         7         3           168
             Total      42     311        23        22        45         8         0       149         7      12        27        19           665

         04:00 PM        5      77         1         2         8         2         2        43         0        3        1         8           152
         04:15 PM       14      78         3         1         5         1         0        44         1        3        2         7           159
                                                      Mekuria Engineering, Inc.
                                             Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Jim Haggard                                                                                                     File Name     : 11-07076
Weather Conditions: Cloudy                         phone: 919.833.8743 / fax: 919.833.1276                                  Site Code     : 01107076
NCDOT Division: 2                                                                                                           Start Date    : 10/13/2011
County: Lenoir                                                                                                              Page No       :2

                                                Groups Printed- Passenger Vehicles - Trucks (3+ Axles)
                           NC Highway 11           SR 1143 (Liddell Road)            NC Highway 11            SR 1143 (Liddell Road)
                              Southbound                  Westbound                     Northbound                  Eastbound
         Start Time     Right      Thru    Left     Right     Thru      Left     Right       Thru      Left   Right     Thru       Left     Int. Total
          04:30 PM        14         67      1          2         8        1          0        58        3       2         4          4           164
          04:45 PM        16         79      1          1         5        1          0        37        1      10         6          5           162
               Total      49        301      6          6        26        5          2       182        5      18        13         24           637

          05:00 PM         8      89         3         2         4         2         0        53         2        2        1         7           173
          05:15 PM        22     106         4         0         6         1         0        48         2        2        2         2           195
          05:30 PM        18      98         5         1         7         0         1        59         2        4        3         9           207
          05:45 PM        11      88         1         0         8         1         0        44         2        1        6         7           169
              Total       59     381        13         3        25         4         1       204         8        9       12        25           744

          06:00 PM         8      58         4         3         8         1         0        37         5        2        6         3           135
          06:15 PM        10      58         2         0         1         1         0        34         0        0        3         7           116
          06:30 PM         7      59         2         1         6         0         1        37         4        3        6         7           133
          06:45 PM         5      50         0         0         5         0         0        35         2        2        8         2           109
              Total       30     225         8         4        20         2         1       143        11        7       23        19           493

       Grand Total      312     2579       144       124      257         46       21       2447       99        99     219       303           6650
         Apprch %       10.3       85      4.7        29      60.2      10.8       0.8      95.3       3.9     15.9     35.3      48.8
           Total %       4.7    38.8       2.2       1.9       3.9       0.7       0.3      36.8       1.5      1.5      3.3       4.6
Passenger Vehicles       310    2390       144       124       256        46        20      2283        93       91      219       299          6275
 % Passenger Vehicles   99.4     92.7      100       100      99.6       100      95.2       93.3     93.9     91.9      100      98.7          94.4
  Trucks (3+ Axles)        2      189        0         0         1         0         1        164        6        8        0         4           375
  % Trucks (3+ Axles)    0.6      7.3        0         0       0.4         0       4.8        6.7      6.1      8.1        0       1.3           5.6
                                                                     Mekuria Engineering, Inc.
                                                             Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Jim Haggard                                                                                                                                  File Name    : 11-07076
Weather Conditions: Cloudy                                         phone: 919.833.8743 / fax: 919.833.1276                                               Site Code    : 01107076
NCDOT Division: 2                                                                                                                                        Start Date   : 10/13/2011
County: Lenoir                                                                                                                                           Page No      :3

                                                                                  NC Highway 11
                                                                              Out       In     Total
                                                                              2706     2844     5550
                                                                               168       191     359
                                                                              2874     3035     5909


                                                                                 310 2390     144
                                                                                   2  189        0
                                                                                 312 2579     144
                                                                               Right Thru    Left
                                           1268

                                           1289
                                              21
                                          Total




                                                                                                                              Out
                       SR 1143 (Liddell Road)




                                                                                                                              SR 1143 (Liddell Road)
                                                                                                                               384

                                                                                                                               383
                                                    299

                                                    303
                                                       4




                                                                                                                Right Thru
                                                   Left




                                                                                                                  124

                                                                                                                  124



                                                                                                                                  1
                                                                                     North




                                                                                                                    0
                                  609

                                  621
                                    12




                                                                              10/13/2011 06:00 AM
                                                          219

                                                          219
                                                             0

                                                   Right Thru
                                  In




                                                                                                                                       In
                                                                                                                       257

                                                                                                                       256
                                                                              10/13/2011 06:45 PM




                                                                                                                                        427

                                                                                                                                        426
                                                                                                                          1




                                                                                                                                          1
                                                                              Passenger Vehicles
                                                      91

                                                      99
                                                       8




                                                                                                                Left
                         659

                         668
                            9




                                                                              Trucks (3+ Axles)
                        Out




                                                                                                                                                Total
                                                                                                                  46

                                                                                                                  46
                                                                                                                    0



                                                                                                                                                  811

                                                                                                                                                  809
                                                                                                                                                     2
                                                                                Left Thru Right
                                                                                  93 2283    20
                                                                                    6 164     1
                                                                                  99 2447    21


                                                                              2527     2396     4923
                                                                               197       171     368
                                                                              2724     2567     5291
                                                                              Out       In     Total
                                                                                  NC Highway 11
                                                                             Mekuria Engineering, Inc.
                                                                     Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Jim Haggard                                                                                                                                                              File Name    : 11-07076
Weather Conditions: Cloudy                                                 phone: 919.833.8743 / fax: 919.833.1276                                                                   Site Code    : 01107076
NCDOT Division: 2                                                                                                                                                                    Start Date   : 10/13/2011
County: Lenoir                                                                                                                                                                       Page No      :4



                         NC Highway 11                 SR 1143 (Liddell Road)                                  NC Highway 11                SR 1143 (Liddell Road)
                           Southbound                       Westbound                                           Northbound                       Eastbound
   Start Time Right Thru            Left App. Total Right Thru      Left App. Total                      Right Thru    Left App. Total   Right Thru     Left App. Total                                Int. Total
Peak Hour Analysis From 06:00 AM to 09:45 AM - Peak 1 of 1
Peak Hour for Entire Intersection Begins at 07:00 AM
    07:00 AM          4      29       4        37       2     2       0          4                          0       85       2     87                 1                  8              4         13        141
    07:15 AM          3      59      24        86       3     4       1          8                          1       88       3     92                 6             25                 16         47        233
    07:30 AM          8      49      14        71       1    15       3        19                           0      132       4    136           3             11                       15      29           255
    07:45 AM          2      33       2        37       9     5       4        18                           2        63       2    67           2             15                       20      37           159
 Total Volume        17     170      44       231      15    26       8        49                            3      368      11   382          12             59                       55     126           788
 % App. Total       7.4    73.6      19              30.6  53.1    16.3                                    0.8     96.3     2.9               9.5           46.8                     43.7
          PHF     .531     .720    .458      .672    .417  .433    .500      .645                        .375      .697   .688    .702      .500            .590                     .688     .670         .773

                                                                                          NC Highway 11
                                                                                      Out       In     Total
                                                                                       438       231     669


                                                                                           17  170         44
                                                                                        Right Thru       Left




                                                                                   Peak Hour Data
                                                 180
                                                Total




                                                                                                                                                          Out
                                                                                                                                                          SR 1143 (Liddell Road)
                            SR 1143 (Liddell Road)




                                                                                                                                                           106
                                                          55




                                                                                                                                         Right Thru
                                                        Left




                                                                                               North                                        15
                                        126


                                                                59
                                                        Right Thru
                                       In




                                                                                                                                                                    In
                                                                                    Peak Hour Begins at 07:00 AM
                                                                                                                                                 26


                                                                                                                                                                      49

                                                                                    Passenger Vehicles
                                                           12




                                                                                                                                         Left
                               54




                                                                                    Trucks (3+ Axles)
                             Out




                                                                                                                                                                             Total
                                                                                                                                                8


                                                                                                                                                                              155




                                                                                        Left Thru Right
                                                                                          11  368     3


                                                                                       190       382     572
                                                                                      Out       In     Total
                                                                                          NC Highway 11
                                                                             Mekuria Engineering, Inc.
                                                                     Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Jim Haggard                                                                                                                                                                 File Name    : 11-07076
Weather Conditions: Cloudy                                                 phone: 919.833.8743 / fax: 919.833.1276                                                                      Site Code    : 01107076
NCDOT Division: 2                                                                                                                                                                       Start Date   : 10/13/2011
County: Lenoir                                                                                                                                                                          Page No      :5


                         NC Highway 11                 SR 1143 (Liddell Road)                                    NC Highway 11                 SR 1143 (Liddell Road)
                           Southbound                       Westbound                                             Northbound                        Eastbound
   Start Time Right Thru            Left App. Total Right Thru      Left App. Total                        Right Thru    Left App. Total    Right Thru     Left App. Total                                Int. Total
Peak Hour Analysis From 10:00 AM to 01:45 PM - Peak 1 of 1
Peak Hour for Entire Intersection Begins at 12:45 PM
    12:45 PM          4      47        1       52       1     3        1         5                                1    45       3     49                 1                  0             12         13        119
    01:00 PM          6      57        1       64       2     1        0         3                             0       47        2    49                 2                  2              5          9        125
    01:15 PM          5      57        0       62       2     3        0         5                             0        43       1    44          1                         4              5         10        121
    01:30 PM          7      50        1       58       1     5        0         6                             0        42       1    43          0                         7              1          8        115
 Total Volume        22     211        3      236       6    12        1       19                              1       177       7   185          4              13                       23         40        480
 % App. Total       9.3    89.4      1.3             31.6  63.2      5.3                                     0.5      95.7     3.8               10            32.5                     57.5
          PHF     .786     .925    .750      .922    .750  .600    .250      .792                          .250       .941   .583    .944      .500            .464                     .479     .769         .960

                                                                                          NC Highway 11
                                                                                      Out       In     Total
                                                                                       206       236     442


                                                                                           22  211                3
                                                                                        Right Thru         Left




                                                                                   Peak Hour Data
                                                   81
                                                Total




                                                                                                                                                             Out
                                                                                                                                                             SR 1143 (Liddell Road)
                            SR 1143 (Liddell Road)




                                                          23




                                                                                                                                            Right Thru



                                                                                                                                                               17
                                                        Left




                                                                                                   North
                                                                                                                                                6
                                         40


                                                                13
                                                        Right Thru
                                       In




                                                                                                                                                                       In
                                                                                    Peak Hour Begins at 12:45 PM
                                                                                                                                                    12


                                                                                    Passenger Vehicles                                                                   19
                                                            4




                                                                                                                                            Left
                               41




                                                                                    Trucks (3+ Axles)
                             Out




                                                                                                                                                                                Total
                                                                                                                                                   1


                                                                                                                                                                                   36




                                                                                        Left       Thru Right
                                                                                               7    177     1


                                                                                       216       185     401
                                                                                      Out       In     Total
                                                                                          NC Highway 11
                                                                              Mekuria Engineering, Inc.
                                                                      Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Jim Haggard                                                                                                                                                                 File Name    : 11-07076
Weather Conditions: Cloudy                                                  phone: 919.833.8743 / fax: 919.833.1276                                                                     Site Code    : 01107076
NCDOT Division: 2                                                                                                                                                                       Start Date   : 10/13/2011
County: Lenoir                                                                                                                                                                          Page No      :6


                         NC Highway 11                  SR 1143 (Liddell Road)                                    NC Highway 11                SR 1143 (Liddell Road)
                           Southbound                        Westbound                                             Northbound                       Eastbound
   Start Time Right Thru            Left App. Total Right Thru       Left App. Total                        Right Thru    Left App. Total   Right Thru     Left App. Total                                Int. Total
Peak Hour Analysis From 02:00 PM to 06:45 PM - Peak 1 of 1
Peak Hour for Entire Intersection Begins at 05:00 PM
    05:00 PM          8      89        3      100        2     4       2          8                            0      53       2      55                 2                  1              7         10        173
    05:15 PM        22      106        4      132        0     6       1          7                            0      48        2     50                 2                  2              2          6        195
    05:30 PM        18       98        5      121        1     7       0          8                            1      59        2     62                 4                  3              9         16        207
    05:45 PM        11       88        1      100        0     8       1          9                             0     44        2     46          1                         6              7         14        169
 Total Volume       59      381       13      453        3    25       4        32                              1    204        8    213          9              12                       25         46        744
 % App. Total       13     84.1      2.9               9.4  78.1    12.5                                      0.5   95.8      3.8              19.6            26.1                     54.3
          PHF     .670     .899    .650      .858    .375   .781    .500      .889                          .250    .864   1.000     .859      .563            .500                     .694     .719         .899

                                                                                           NC Highway 11
                                                                                       Out       In     Total
                                                                                        232       453     685


                                                                                            59  381           13
                                                                                         Right Thru         Left




                                                                                    Peak Hour Data
                                                  138
                                                 Total




                                                                                                                                                             Out
                                                                                                                                                             SR 1143 (Liddell Road)
                             SR 1143 (Liddell Road)




                                                           25




                                                                                                                                            Right Thru



                                                                                                                                                               26
                                                         Left




                                                                                                    North
                                                                                                                                                3
                                          46


                                                                 12
                                                         Right Thru
                                        In




                                                                                                                                                                       In
                                                                                     Peak Hour Begins at 05:00 PM
                                                                                                                                                    25


                                                                                     Passenger Vehicles                                                                  32
                                                             9




                                                                                                                                            Left
                                92




                                                                                     Trucks (3+ Axles)
                              Out




                                                                                                                                                                                Total
                                                                                                                                                   4


                                                                                                                                                                                   58




                                                                                         Left       Thru Right
                                                                                                8    204     1


                                                                                        394       213     607
                                                                                       Out       In     Total
                                                                                           NC Highway 11

