                                                                                                   Town of Cary
                                                                                            316 N. Academy St.                                                             Count Name: NC 55 at Parkscene Ln_Catlin Rd
                                                                                              P.O. Box 8005                                                                Site Code:
                                                                                 Cary, North Carolina, United States 27513                                                 Start Date: 09/15/2011
                                                                                               919.469.4030                                                                Page No: 1



                                                                                       Turning Movement Data
                               NC 55                                          Parkscene Ln                                         NC 55                                              Catlin Rd
                             Southbound                                        Westbound                                         Northbound                                           Eastbound
Start Time
               Left   Thru     Right      U-Turn   App. Total   Left   Thru      Right       U-Turn   App. Total   Left   Thru     Right      U-Turn   App. Total   Left       Thru     Right     U-Turn   App. Total   Int. Total
 11:45 AM      4    220    2    0   226    2    0   3    0   5    0    239    1    1   241    0    0   1    0   1    473
Hourly Total   12   898    12   0   922    10   0   11   0   21   2    923    13   2   940    5    0   4    0   9    1892
 12:00 PM      2    196    3    0   201    1    0   7    0   8    1    228    5    0   234    1    0   1    0   2    445
 12:15 PM      2    234    0    0   236    1    0   4    0   5    2    227    7    0   236    0    0   2    0   2    479
 12:30 PM      5    242    3    0   250    0    0   1    0   1    1    243    7    0   251    2    0   0    0   2    504
 12:45 PM      3    250    2    0   255    3    0   3    0   6    0    227    6    0   233    2    0   2    0   4    498
Hourly Total   12   922    8    0   942    5    0   15   0   20   4    925    25   0   954    5    0   5    0   10   1926
 1:00 PM       3    214    4    1   222    3    0   5    0   8    1    217    7    0   225    1    0   0    0   1    456
 1:15 PM       2    217    1    0   220    4    0   1    0   5    1    263    1    0   265    4    0   0    0   4    494
 1:30 PM       4    191    1    1   197    4    0   6    0   10   2    211    4    0   217    2    0   0    0   2    426
 1:45 PM       4    237    3    0   244    0    0   8    0   8    2    215    1    0   218    1    0   0    0   1    471
Hourly Total   13   859    9    2   883    11   0   20   0   31   6    906    13   0   925    8    0   0    0   8    1847
 2:00 PM       3    177    2    0   182    1    0   2    0   3    3    207    2    0   212    2    0   2    0   4    401
 2:15 PM       6    217    1    1   225    1    0   5    0   6    4    220    3    0   227    1    0   4    0   5    463
 2:30 PM       3    234    6    0   243    3    1   3    0   7    1    232    2    0   235    2    1   4    0   7    492
 2:45 PM       4    237    8    0   249    3    0   2    0   5    2    247    0    0   249    2    0   1    0   3    506
Hourly Total   16   865    17   1   899    8    1   12   0   21   10   906    7    0   923    7    1   11   0   19   1862
 3:00 PM       4    255    5    0   264    2    0   2    0   4    1    260    7    0   268    2    0   3    0   5    541
 3:15 PM       3    274    4    0   281    2    0   7    0   9    1    261    6    0   268    2    0   3    0   5    563
 3:30 PM       10   268    0    0   278    4    0   5    0   9    2    266    7    0   275    2    0   3    0   5    567
 3:45 PM       13   287    2    0   302    3    0   4    0   7    1    262    3    0   266    2    0   0    0   2    577
Hourly Total   30   1084   11   0   1125   11   0   18   0   29   5    1049   23   0   1077   8    0   9    0   17   2248
 4:00 PM       6    362    5    0   373    1    0   3    0   4    2    224    4    0   230    2    0   1    0   3    610
 4:15 PM       10   418    3    0   431    2    0   4    0   6    4    254    6    0   264    0    0   1    0   1    702
 4:30 PM       11   431    3    0   445    2    0   6    0   8    6    259    4    0   269    3    0   0    0   3    725
 4:45 PM       9    516    8    0   533    1    0   5    0   6    0    270    9    0   279    1    0   1    0   2    820
Hourly Total   36   1727   19   0   1782   6    0   18   0   24   12   1007   23   0   1042   6    0   3    0   9    2857
 5:00 PM       9    491    2    0   502    2    0   8    0   10   2    246    6    0   254    5    0   0    0   5    771
 5:15 PM       18   537    4    1   560    2    0   7    0   9    4    292    9    0   305    2    1   2    0   5    879
 5:30 PM       11   591    8    0   610    3    0   7    0   10   2    314    9    0   325    5    0   4    0   9    954
 5:45 PM       14   550    5    0   569    2    0   12   0   14   2    291    1    0   294    1    0   1    0   2    879
Hourly Total    52     2169     19      1      2241     9       0       34     0      43      10     1143     25      0      1178     13      1       7      0      21     3483
 6:00 PM        13      506     5       0      524      3       0       0      0      3       2      292      5       0       299     4       0       1      0      5       831
 6:15 PM        10      490     5       0      505      3       0       1      0      4       4      280      8       0       292     2       0       0      0      2       803
 6:30 PM        12      398     3       0      413      1       0       1      0      2       4      245      3       0       252     3       0       4      0      7       674
 6:45 PM        10      342     5       0      357      0       1       3      0      4       2      241      6       0       249     2       0       1      0      3       613
Hourly Total    45     1736     18      0      1799     7       1       5      0      13      12     1058     22      0      1092     11      0       6      0      17     2921
 7:00 PM        15      279     2       0      296      0       0       1      0      1       2      198      5       0       205     0       0       0      0      0       502
 7:15 PM        9       274     8       0      291      4       0       1      0      5       0      222      3       0       225     2       0       0      0      2       523
 7:30 PM        11      234     1       0      246      3       0       3      0      6       3      208      6       0       217     0       0       0      0      0       469
 7:45 PM        4       219     1       0      224      0       0       3      0      3       0      179      10      0       189     0       0       1      0      1       417
Hourly Total    39     1006     12      0      1057     7       0       8      0      15      5      807      24      0       836     2       0       1      0      3      1911
 8:00 PM        5       179     0       0      184      3       0       7      0      10      2      192      9       0       203     1       0       0      0      1       398
 8:15 PM        12      155     0       0      167      3       0       3      0      6       1      166      7       0       174     0       0       0      0      0       347
 8:30 PM        7       177     1       0      185      1       0       0      0      1       1      157      9       0       167     1       0       0      0      1       354
 8:45 PM        2       169     3       0      174      0       0       2      0      2       2      172      4       0       178     0       0       0      0      0       354
Hourly Total    26      680     4       0      710      7       0       12     0      19      6      687      29      0       722     2       0       0      0      2      1453
 9:00 PM        3       111     3       0      117      2       0       4      0      6       0      130      4       0       134     0       0       0      0      0       257
 9:15 PM        6       116     4       0      126      1       0       1      0      2       1      127      1       0       129     0       0       0      0      0       257
 9:30 PM        2       117     4       0      123      1       0       1      0      2       1       75      1       0       77      3       0       0      0      3       205
 9:45 PM        3       110     0       0      113      0       0       0      0      0       1       95      3       0       99      0       0       0      0      0       212
Hourly Total    14      454     11      0      479      4       0       6      0      10      3      427      9       0       439     3       0       0      0      3       931
 10:00 PM       2       89      1       0       92      0       0       0      0      0       0       70      1       0       71      0       0       0      0      0       163
 10:15 PM       1       59      3       0       63      0       0       1      0      1       0       53      0       0       53      0       0       0      0      0       117
 10:30 PM       5       49      0       0       54      1       0       1      0      2       0       59      0       0       59      0       0       0      0      0       115
 10:45 PM       3       41      1       0       45      0       0       0      0      0       1       39      0       0       40      0       0       0      0      0       85
Hourly Total    11      238     5       0      254      1       0       2      0      3       1      221      1       0       223     0       0       0      0      0       480
 11:00 PM       1       37      0       0       38      0       0       1      0      1       1       45      2       0       48      0       0       1      0      1       88
 11:15 PM       2       35      0       0       37      0       0       1      0      1       2       49      1       0       52      0       0       0      0      0       90
 11:30 PM       2       50      0       0       52      0       0       0      0      0       0       33      2       0       35      0       0       0      0      0       87
 11:45 PM       0       29      0       0       29      0       0       1      0      1       1       21      0       0       22      0       0       0      0      0       52
Hourly Total    5       151     0       0      156      0       0       3      0      3       4      148      5       0       157     0       0       1      0      1       317
Grand Total    341     17156   168      7      17672   145      2      314     0     461      99     17883   265      3      18250   134      3       88     0     225     36608
Approach %      1.9    97.1     1.0     0.0      -     31.5     0.4    68.1    0.0     -      0.5    98.0     1.5     0.0      -     59.6     1.3    39.1    0.0     -       -
  Total %       0.9    46.9     0.5     0.0    48.3     0.4     0.0     0.9    0.0    1.3     0.3    48.8     0.7     0.0    49.9     0.4     0.0     0.2    0.0    0.6      -
    Car        341     17156   168      7      17672   145      2      314     0     461      99     17883   265      3      18250   134      3       88     0     225     36608
  % Car        100.0   100.0   100.0   100.0   100.0   100.0   100.0   100.0    -    100.0   100.0   100.0   100.0   100.0   100.0   100.0   100.0   100.0    -    100.0   100.0
                                                         Town of Cary
                                                     316 N. Academy St.                                                                        Count Name: NC 55 at Parkscene Ln_Catlin Rd
                                                       P.O. Box 8005                                                                           Site Code:
                                          Cary, North Carolina, United States 27513                                                            Start Date: 09/15/2011
                                                        919.469.4030                                                                           Page No: 4




                                                                NC 55 [N]
                                                         Out          In          Total
                                                        18338        17672       36010
                                                        18338        17672       36010


                                                   168     17156            341           7
                                                   168     17156            341           7
                                                    R           T            L            U




                                                                                                314
                                                                                                314
                                    U




                                                                                                 R
                                    0
                                    0
                Total
                        494
                              494




                                                                                                      609
                                                                                                             609
                                                                                                                    Out
                                                                                                                            Parkscene Ln [E]
Catlin Rd [W]




                                    134
                                    134




                                                                                                T
                                     L




                                                                                                2
                                                                                                2
                                                    09/15/2011 12:00 AM
                        225
                              225




                                                                                                      461
                                                                                                             461
                In




                                                                                                                    In
                                                    Ending At
                                                    09/16/2011 12:00 AM




                                                                                                145
                                                                                                145
                                    T
                                    3
                                    3




                                                                                                 L
                                                    Car




                                                                                                      1070
                                                                                                             1070
                                                                                                                    Total
                        269
                              269
                Out




                                    88
                                    88
                                    R




                                                                                                U
                                                                                                0
                                                                                                0
                                                    U           L            T            R
                                                    3           99         17883          265
                                                    3           99         17883          265


                                                        17392        18250       35642
                                                        17392        18250       35642
                                                         Out          In          Total
                                                                NC 55 [S]



                                          Turning Movement Data Plot
                                                                                                       Town of Cary
                                                                                                316 N. Academy St.                                                                Count Name: NC 55 at Parkscene Ln_Catlin Rd
                                                                                                  P.O. Box 8005                                                                   Site Code:
                                                                                     Cary, North Carolina, United States 27513                                                    Start Date: 09/15/2011
                                                                                                   919.469.4030                                                                   Page No: 5




                                                                        Turning Movement Peak Hour Data (5:15 PM)
                               NC 55                                              Parkscene Ln                                           NC 55                                                Catlin Rd
                             Southbound                                            Westbound                                           Northbound                                             Eastbound
Start Time
             Left    Thru      Right      U-Turn   App. Total   Left      Thru       Right       U-Turn   App. Total   Left    Thru      Right      U-Turn   App. Total   Left        Thru      Right     U-Turn   App. Total   Int. Total
 5:15 PM      18     537         4          1         560        2         0           7           0          9         4      292         9          0         305        2           1         2          0          5          879
 5:30 PM      11     591         8          0         610        3         0           7           0         10         2      314         9          0         325        5           0         4          0          9          954
 5:45 PM      14     550         5          0         569        2         0          12           0         14         2      291         1          0         294        1           0         1          0          2          879
 6:00 PM      13     506         5          0         524        3         0           0           0          3         2      292         5          0         299        4           0         1          0          5          831
  Total       56     2184       22          1        2263        10        0          26           0         36         10     1189       24          0        1223        12          1         8          0         21          3543
Approach %    2.5    96.5       1.0        0.0         -        27.8       0.0        72.2        0.0         -         0.8    97.2       2.0        0.0         -        57.1         4.8      38.1       0.0         -            -
 Total %      1.6    61.6       0.6        0.0       63.9        0.3       0.0        0.7         0.0        1.0        0.3    33.6       0.7        0.0       34.5        0.3         0.0       0.2       0.0        0.6           -
   PHF       0.778   0.924     0.688      0.250      0.927      0.833     0.000      0.542       0.000      0.643      0.625   0.947     0.667      0.000      0.941      0.600       0.250     0.500     0.000      0.583       0.928
   Car        56     2184       22          1        2263        10        0          26           0         36         10     1189       24          0        1223        12          1         8          0         21          3543
  % Car      100.0   100.0     100.0      100.0      100.0      100.0       -        100.0         -        100.0      100.0   100.0     100.0        -        100.0      100.0       100.0     100.0       -        100.0       100.0
                                                         Town of Cary
                                                      316 N. Academy St.                                                                  Count Name: NC 55 at Parkscene Ln_Catlin Rd
                                                        P.O. Box 8005                                                                     Site Code:
                                           Cary, North Carolina, United States 27513                                                      Start Date: 09/15/2011
                                                         919.469.4030                                                                     Page No: 6




                                                                NC 55 [N]
                                                         Out          In         Total
                                                         1228        2263        3491
                                                         1228        2263        3491


                                                    22         2184         56           1
                                                    22         2184         56           1
                                                     R          T           L            U




                                                                                              26
                                                                                              26
                                   U




                                                                                              R
                                   0
                                   0
                                                   Peak Hour Data
                Total




                                                                                                               Out
                        53
                             53




                                                                                                   81
                                                                                                         81


                                                                                                                       Parkscene Ln [E]
Catlin Rd [W]




                                   12
                                   12




                                                                                              T
                                    L




                                                                                              0
                                                                                              0
                                                     09/15/2011 5:15 PM
                        21
                             21




                                                                                                   36
                                                                                                         36
                In




                                                                                                               In
                                                     Ending At
                                                     09/15/2011 6:15 PM




                                                                                              10
                                                                                              10
                                   T
                                   1
                                   1




                                                                                               L
                                                     Car




                                                                                                               Total
                                                                                                   117
                                                                                                         117
                Out
                        32
                             32




                                   R




                                                                                              U
                                   8
                                   8




                                                                                              0
                                                                                              0
                                                     U          L           T            R
                                                     0          10         1189          24
                                                     0          10         1189          24


                                                         2202        1223        3425
                                                         2202        1223        3425
                                                         Out          In         Total
                                                                NC 55 [S]



                                  Turning Movement Peak Hour Data Plot (5:15 PM)
                                                                                                       Town of Cary
                                                                                                316 N. Academy St.                                                                Count Name: NC 55 at Parkscene Ln_Catlin Rd
                                                                                                  P.O. Box 8005                                                                   Site Code:
                                                                                     Cary, North Carolina, United States 27513                                                    Start Date: 09/15/2011
                                                                                                   919.469.4030                                                                   Page No: 7




                                                                        Turning Movement Peak Hour Data (7:15 AM)
                               NC 55                                              Parkscene Ln                                           NC 55                                                Catlin Rd
                             Southbound                                            Westbound                                           Northbound                                             Eastbound
Start Time
             Left    Thru      Right      U-Turn   App. Total   Left      Thru       Right       U-Turn   App. Total   Left    Thru      Right      U-Turn   App. Total   Left        Thru      Right     U-Turn   App. Total   Int. Total
 7:15 AM      0      221         2          0         223        4         0          13           0         17         1      529         1          0         531        1           0         3          0          4          775
 7:30 AM      3      231         0          0         234        4         0          15           0         19         0      574         2          0         576        0           0         3          0          3          832
 7:45 AM      1      238         2          0         241        1         0           9           0         10         0      531         4          0         535        0           0         0          0          0          786
 8:00 AM      2      190         0          0         192        5         0          12           0         17         1      479         0          0         480        1           1         1          0          3          692
  Total       6      880         4          0         890        14        0          49           0         63         2      2113        7          0        2122        2           1         7          0         10          3085
Approach %    0.7    98.9       0.4        0.0         -        22.2       0.0        77.8        0.0         -         0.1    99.6       0.3        0.0         -        20.0        10.0      70.0       0.0         -            -
 Total %      0.2    28.5       0.1        0.0       28.8        0.5       0.0        1.6         0.0        2.0        0.1    68.5       0.2        0.0       68.8        0.1         0.0       0.2       0.0        0.3           -
   PHF       0.500   0.924     0.500      0.000      0.923      0.700     0.000      0.817       0.000      0.829      0.500   0.920     0.438      0.000      0.921      0.500       0.250     0.583     0.000      0.625       0.927
   Car        6      880         4          0         890        14        0          49           0         63         2      2113        7          0        2122        2           1         7          0         10          3085
  % Car      100.0   100.0     100.0        -        100.0      100.0       -        100.0         -        100.0      100.0   100.0     100.0        -        100.0      100.0       100.0     100.0       -        100.0       100.0
                                                         Town of Cary
                                                      316 N. Academy St.                                                               Count Name: NC 55 at Parkscene Ln_Catlin Rd
                                                        P.O. Box 8005                                                                  Site Code:
                                           Cary, North Carolina, United States 27513                                                   Start Date: 09/15/2011
                                                         919.469.4030                                                                  Page No: 8




                                                                 NC 55 [N]
                                                         Out           In        Total
                                                         2164         890        3054
                                                         2164         890        3054


                                                     4          880          6           0
                                                     4          880          6           0
                                                     R          T            L           U




                                                                                             49
                                                                                             49
                                   U




                                                                                             R
                                   0
                                   0
                                                   Peak Hour Data
                Total




                                                                                                            Out
                        16
                             16




                                                                                                  14
                                                                                                       14


                                                                                                                    Parkscene Ln [E]
Catlin Rd [W]




                                                                                             T
                                   2
                                   2
                                   L




                                                                                             0
                                                                                             0
                                                     09/15/2011 7:15 AM
                        10
                             10




                                                                                                  63
                                                                                                       63
                In




                                                                                                            In
                                                     Ending At
                                                     09/15/2011 8:15 AM




                                                                                             14
                                                                                             14
                                   T
                                   1
                                   1




                                                                                              L
                                                     Car




                                                                                                            Total
                Out




                                                                                                  77
                                                                                                       77
                        6
                             6




                                   R




                                                                                             U
                                   7
                                   7




                                                                                             0
                                                                                             0
                                                     U          L            T           R
                                                     0          2           2113         7
                                                     0          2           2113         7


                                                         901          2122       3023
                                                         901          2122       3023
                                                         Out           In        Total
                                                                 NC 55 [S]



                                  Turning Movement Peak Hour Data Plot (7:15 AM)
            Town of Cary
           316 N. Academy St.               Count Name: NC 55 at Parkscene Ln_Catlin Rd
             P.O. Box 8005                  Site Code:
Cary, North Carolina, United States 27513   Start Date: 09/15/2011
              919.469.4030                  Page No: 9

