                                                                          Wenatchee Valley Transportation Council                                      Count Name: Miller/SR285 TMC Frieght and
                                                                                     1350 McKittrick St                                                Bike/Ped
                                                                                          Suite B                                                      Site Code:
                                                                         Wenatchee, Washington, United States 98801                                    Start Date: 07/24/2012
                                                                                509.663.9059 nick@wvtc.org                                             Page No: 1



                                                                              Turning Movement Data
                               Southbound Street                                              Northbound Street                                        Eastbound Street
                                  Southbound                                                     Northbound                                               Eastbound
 Start Time
                Right   Thru         Left          U-Turn   App. Total      Right      Thru         Left          U-Turn   App. Total   Right   Thru         Left         U-Turn   App. Total   Int. Total
  7:00 AM        0      173           0              0         173           17        149           0              0         166        0       0            0             0          0          339
  7:15 AM        0      231           0              0         231           20        168           0              0         188        0       0            0             0          0          419
  7:30 AM        1      307           0              0         308           24        214           0              0         238        1       0            0             0          1          547
  7:45 AM        1      335           0              0         336           33        226           0              0         259        1       0            0             0          1          596
Hourly Total     2      1046          0              0        1048           94        757           0              0         851        2       0            0             0          2          1901
  8:00 AM        0      292           0              0         292           37        203           0              0         240        2       0            0             0          2          534
  8:15 AM        0      232           0              0         232           20        181           0              0         201        1       0            0             1          2          435
  8:30 AM        0      283           0              0         283           27        203           0              0         230        1       0            0             0          1          514
  8:45 AM        1      276           0              0         277           19        214           0              0         233        1       0            0             0          1          511
Hourly Total     1      1083          0              0        1084          103        801           0              0         904        5       0            0             1          6          1994
  9:00 AM       0   240    0   0   240    32    224    0   0   256    1    0   0   0   1    497
  9:15 AM       2   256    0   0   258    15    248    0   0   263    0    0   0   0   0    521
  9:30 AM       1   305    0   0   306    30    262    0   0   292    2    0   0   2   4    602
  9:45 AM       3   331    0   0   334    36    254    0   0   290    3    0   0   0   3    627
Hourly Total    6   1132   0   0   1138   113   988    0   0   1101   6    0   0   2   8    2247
  10:00 AM      3   292    0   0   295    38    240    0   0   278    1    0   0   0   1    574
  10:15 AM      0   282    0   0   282    34    252    0   0   286    0    0   0   0   0    568
  10:30 AM      1   295    1   0   297    35    265    0   0   300    1    0   0   0   1    598
  10:45 AM      0   328    0   0   328    44    287    0   0   331    3    0   0   0   3    662
Hourly Total    4   1197   1   0   1202   151   1044   0   0   1195   5    0   0   0   5    2402
  11:00 AM      2   306    0   0   308    40    309    0   0   349    1    0   0   0   1    658
  11:15 AM      2   311    0   0   313    43    301    0   0   344    4    0   0   0   4    661
  11:30 AM      3   339    0   0   342    69    305    0   0   374    4    0   0   0   4    720
  11:45 AM      1   418    0   0   419    47    325    0   0   372    4    0   0   0   4    795
Hourly Total    8   1374   0   0   1382   199   1240   0   0   1439   13   0   0   0   13   2834
  12:00 PM      1   382    1   0   384    36    385    0   0   421    6    0   0   0   6    811
  12:15 PM      1   359    0   0   360    41    324    0   0   365    6    0   0   0   6    731
  12:30 PM      2   395    0   0   397    26    344    0   0   370    4    0   0   0   4    771
  12:45 PM      1   363    0   0   364    52    368    0   0   420    6    0   0   0   6    790
Hourly Total    5   1499   1   0   1505   155   1421   0   0   1576   22   0   0   0   22   3103
  1:00 PM       4   354    0   0   358    38    377    1   0   416    8    0   0   0   8    782
  1:15 PM       1   371    0   0   372    34    354    0   0   388    2    0   0   0   2    762
  1:30 PM       1   377    0   0   378    44    342    0   0   386    4    0   0   0   4    768
  1:45 PM       3   371    0   0   374    26    326    0   0   352    4    0   0   0   4    730
Hourly Total    9   1473   0   0   1482   142   1399   1   0   1542   18   0   0   0   18   3042
  2:00 PM       0   355    1   0   356    35    326    0   0   361    9    0   0   0   9    726
  2:15 PM       3   369    0   0   372    30    328    0   0   358    0    0   0   0   0    730
  2:30 PM       0   328    0   0   328    31    335    0   0   366    2    0   0   0   2    696
  2:45 PM       2   366    0   0   368    31    314    0   0   345    3    0   0   0   3    716
Hourly Total    5   1418   1   0   1424   127   1303   0   0   1430   14   0   0   0   14   2868
  3:00 PM       2   351    0   0   353    33    372    0   0   405    3    0   0   0   3    761
  3:15 PM       0   321    0   0   321    31    329    0   0   360    2    0   0   0   2    683
  3:30 PM       0   398    0   0   398    39    352    0   0   391    4    0   0   0   4    793
  3:45 PM       5   382    0   0   387    32    331    0   0   363    1    0   0   0   1    751
Hourly Total    7   1452   0   0   1459   135   1384   0   0   1519   10   0   0   0   10   2988
  4:00 PM       2   397    0   0   399    35    391    0   0   426    4    0   0   0   4    829
  4:15 PM       3   445    1   0   449    51    366    0   0   417    5    0   0   0   5    871
  4:30 PM       2   419    0   0   421    45    407    0   0   452    0    0   0   0   0    873
  4:45 PM       1   413    0   0   414    47    426    0   0   473    3    0   0   0   3    890
Hourly Total    8   1674   1   0   1683   178   1590   0   0   1768   12   0   0   0   12   3463
  5:00 PM       0   425    0   0   425    55    432    1   0   488    1    0   0   0   1    914
  5:15 PM       0   396    0   0   396    54    467    0   0   521    5    0   0   0   5    922
  5:30 PM       1   340    0   0   341    42    351    0   0   393    3    0   0   0   3    737
  5:45 PM       4   321    0   0   325    34    320    0   0   354    8    0   0   0   8    687
Hourly Total    5   1482   0   0   1487   185   1570   1   0   1756   17   0   0   0   17   3260
  6:00 PM       0   291    1   0   292    24    305    0   0   329    4    0   0   1   5    626
  6:15 PM       3   301    0   0   304    12    233    0   0   245    5    0   0   0   5    554
  6:30 PM       1   254    0   0   255    20    256    0   0   276    5    0   1   1   7    538
  6:45 PM       2   218    0   0   220    15    262    0   0   277    1    0   0   2   3    500
Hourly Total    6   1064   1   0   1071   71    1056   0   0   1127   15   0   1   4   20   2218
*** BREAK ***   -    -     -   -    -      -     -     -   -    -     -    -   -   -   -     -
  7:00 AM       0   184    0   0   184    15    152    0   0   167    0    0   0   0   0    351
 7:15 AM       0    246    0   0   246    32    194    0   0   226    1    0   0   0   1    473
 7:30 AM       0    265    0   0   265    23    194    0   0   217    0    0   0   0   0    482
 7:45 AM       0    362    0   0   362    33    201    0   0   234    0    0   0   0   0    596
Hourly Total   0    1057   0   0   1057   103   741    0   0   844    1    0   0   0   1    1902
 8:00 AM       0    278    0   0   278    30    202    0   0   232    3    0   0   0   3    513
 8:15 AM       0    256    0   0   256    30    196    0   0   226    0    0   0   0   0    482
 8:30 AM       0    294    0   0   294    24    171    0   0   195    1    0   0   0   1    490
 8:45 AM       0    313    0   0   313    21    231    0   0   252    2    0   0   0   2    567
Hourly Total   0    1141   0   0   1141   105   800    0   0   905    6    0   0   0   6    2052
 9:00 AM       0    247    0   0   247    20    206    0   0   226    0    0   0   0   0    473
 9:15 AM       0    246    0   0   246    20    232    0   0   252    0    0   0   0   0    498
 9:30 AM       0    301    0   0   301    32    265    0   0   297    1    0   0   0   1    599
 9:45 AM       0    322    0   0   322    33    298    1   0   332    3    0   0   0   3    657
Hourly Total   0    1116   0   0   1116   105   1001   1   0   1107   4    0   0   0   4    2227
 10:00 AM      3    271    0   0   274    33    255    0   0   288    1    0   0   0   1    563
 10:15 AM      0    285    1   0   286    25    243    0   0   268    2    0   0   0   2    556
 10:30 AM      2    299    0   0   301    22    317    0   0   339    3    0   0   0   3    643
 10:45 AM      2    287    0   0   289    32    289    0   0   321    4    0   0   0   4    614
Hourly Total   7    1142   1   0   1150   112   1104   0   0   1216   10   0   0   0   10   2376
 11:00 AM      1    312    0   0   313    47    297    0   0   344    2    0   0   0   2    659
 11:15 AM      2    331    0   0   333    31    295    0   0   326    4    0   1   0   5    664
 11:30 AM      0    341    0   0   341    54    325    0   0   379    1    0   0   0   1    721
 11:45 AM      1    373    0   0   374    46    327    0   0   373    2    0   1   0   3    750
Hourly Total   4    1357   0   0   1361   178   1244   0   0   1422   9    0   2   0   11   2794
 12:00 PM      2    357    0   0   359    36    393    0   0   429    4    0   0   0   4    792
 12:15 PM      0    359    0   0   359    36    344    0   0   380    4    0   0   0   4    743
 12:30 PM      2    385    1   0   388    41    343    0   0   384    2    0   0   0   2    774
 12:45 PM      4    379    0   0   383    41    352    0   0   393    5    0   0   0   5    781
Hourly Total   8    1480   1   0   1489   154   1432   0   0   1586   15   0   0   0   15   3090
 1:00 PM       1    365    0   0   366    33    320    0   0   353    8    0   0   0   8    727
 1:15 PM       2    353    0   0   355    31    352    0   0   383    5    0   0   0   5    743
 1:30 PM       1    388    0   0   389    38    358    0   0   396    3    0   0   0   3    788
 1:45 PM       3    346    0   0   349    40    329    0   0   369    3    0   0   0   3    721
Hourly Total   7    1452   0   0   1459   142   1359   0   0   1501   19   0   0   0   19   2979
 2:00 PM       1    342    0   0   343    43    328    0   0   371    4    0   0   0   4    718
 2:15 PM       3    324    0   0   327    25    306    0   0   331    7    0   1   0   8    666
 2:30 PM       3    346    0   0   349    30    347    0   0   377    3    0   0   0   3    729
 2:45 PM       4    348    0   0   352    26    321    0   0   347    5    0   0   0   5    704
Hourly Total   11   1360   0   0   1371   124   1302   0   0   1426   19   0   1   0   20   2817
 3:00 PM       4    353    0   0   357    37    350    0   0   387    5    0   0   0   5    749
 3:15 PM       1    338    0   0   339    22    356    0   0   378    6    0   0   0   6    723
 3:30 PM       0    446    0   0   446    35    352    0   0   387    4    0   0   0   4    837
 3:45 PM       2    375    0   0   377    23    364    0   0   387    4    0   0   0   4    768
Hourly Total   7    1512   0   0   1519   117   1422   0   0   1539   19   0   0   0   19   3077
 4:00 PM       3    419    0   0   422    37    398    0   0   435    2    0   0   0   2    859
 4:15 PM       2    377    0   0   379    35    367    0   0   402    5    0   0   0   5    786
 4:30 PM       3    387    0   0   390    40    359    0   0   399    2    0   0   0   2    791
 4:45 PM       1    429    0   0   430    58    390    0   0   448    4    0   1   0   5    883
Hourly Total   9    1612   0   0   1621   170   1514   0   0   1684   13   0   1   0   14   3319
 5:00 PM       0    434    0   0   434    64    462    0   0   526    3    0   0   0   3    963
 5:15 PM       2    421    0   0   423    48    403    0   0   451    8    0   0   0   8    882
 5:30 PM       0    322    0   0   322    34    338    0   0   372    8    0   0   0   8    702
  5:45 PM       3   314    0   0   317    30    276    0   0   306    5    0   0   0   5    628
Hourly Total    5   1491   0   0   1496   176   1479   0   0   1655   24   0   0   0   24   3175
  6:00 PM       2   321    0   0   323    26    291    0   0   317    2    0   0   0   2    642
  6:15 PM       1   268    0   0   269    21    282    0   0   303    1    0   0   0   1    573
  6:30 PM       2   252    0   0   254    14    291    0   0   305    5    0   0   0   5    564
  6:45 PM       1   234    0   0   235    24    223    0   0   247    2    0   0   0   2    484
Hourly Total    6   1075   0   0   1081   85    1087   0   0   1172   10   0   0   0   10   2263
*** BREAK ***   -    -     -   -    -      -     -     -   -    -     -    -   -   -   -     -
  7:00 AM       0   156    1   0   157    23    139    0   0   162    0    0   0   0   0    319
  7:15 AM       1   209    0   0   210    25    201    0   0   226    0    0   0   0   0    436
  7:30 AM       0   258    0   0   258    30    190    0   0   220    0    0   0   0   0    478
  7:45 AM       0   293    0   0   293    32    213    0   0   245    0    0   0   0   0    538
Hourly Total    1   916    1   0   918    110   743    0   0   853    0    0   0   0   0    1771
  8:00 AM       0   263    0   0   263    22    179    0   0   201    0    0   0   0   0    464
  8:15 AM       1   261    0   0   262    28    202    0   0   230    0    0   0   0   0    492
  8:30 AM       0   282    0   0   282    25    182    0   0   207    1    0   0   0   1    490
  8:45 AM       1   283    0   0   284    25    242    0   0   267    1    0   0   0   1    552
Hourly Total    2   1089   0   0   1091   100   805    0   0   905    2    0   0   0   2    1998
  9:00 AM       0   266    0   0   266    26    207    0   0   233    1    0   0   0   1    500
  9:15 AM       2   258    0   0   260    36    222    0   0   258    1    0   0   0   1    519
  9:30 AM       1   276    0   0   277    40    238    0   0   278    1    0   0   0   1    556
  9:45 AM       1   297    0   0   298    34    267    0   0   301    2    0   0   0   2    601
Hourly Total    4   1097   0   0   1101   136   934    0   0   1070   5    0   0   0   5    2176
  10:00 AM      1   305    0   0   306    35    263    0   0   298    5    0   0   0   5    609
  10:15 AM      0   302    0   0   302    20    268    0   0   288    2    0   0   0   2    592
  10:30 AM      1   322    0   0   323    35    313    0   0   348    2    0   0   0   2    673
  10:45 AM      0   348    0   0   348    43    290    0   0   333    1    0   0   0   1    682
Hourly Total    2   1277   0   0   1279   133   1134   0   0   1267   10   0   0   0   10   2556
  11:00 AM      0   331    0   0   331    42    273    0   0   315    3    0   0   0   3    649
  11:15 AM      2   316    0   0   318    45    297    0   0   342    0    0   0   0   0    660
  11:30 AM      1   347    0   0   348    69    328    0   0   397    6    0   0   0   6    751
  11:45 AM      1   337    0   0   338    61    381    0   0   442    6    0   0   0   6    786
Hourly Total    4   1331   0   0   1335   217   1279   0   0   1496   15   0   0   0   15   2846
  12:00 PM      1   403    0   0   404    36    415    0   0   451    4    0   0   0   4    859
  12:15 PM      3   381    0   0   384    39    377    0   0   416    5    0   0   0   5    805
  12:30 PM      3   388    0   0   391    29    345    0   0   374    2    0   0   0   2    767
  12:45 PM      1   358    0   0   359    41    366    0   0   407    7    0   1   0   8    774
Hourly Total    8   1530   0   0   1538   145   1503   0   0   1648   18   0   1   0   19   3205
  1:00 PM       3   356    0   0   359    35    352    0   0   387    5    0   0   0   5    751
  1:15 PM       1   341    0   0   342    35    366    0   0   401    6    0   0   0   6    749
  1:30 PM       2   361    0   0   363    29    330    0   0   359    12   0   0   0   12   734
  1:45 PM       1   378    0   0   379    32    359    0   0   391    4    0   1   0   5    775
Hourly Total    7   1436   0   0   1443   131   1407   0   0   1538   27   0   1   0   28   3009
  2:00 PM       1   378    0   0   379    26    351    0   0   377    4    0   0   0   4    760
  2:15 PM       1   377    0   0   378    40    377    0   0   417    3    0   0   0   3    798
  2:30 PM       3   370    0   0   373    33    351    0   0   384    4    0   0   0   4    761
  2:45 PM       3   382    0   0   385    38    324    0   0   362    4    0   0   1   5    752
Hourly Total    8   1507   0   0   1515   137   1403   0   0   1540   15   0   0   1   16   3071
  3:00 PM       3   356    0   0   359    29    362    0   0   391    3    0   0   0   3    753
  3:15 PM       1   329    0   0   330    39    348    0   0   387    4    0   0   0   4    721
  3:30 PM       1   352    0   0   353    35    385    0   0   420    5    0   0   0   5    778
  3:45 PM       2   421    0   0   423    32    363    1   0   396    5    0   0   0   5    824
   Hourly Total        7     1458     0      0     1465    135    1458     1      0     1594    17     0      0       0      17      3076
     4:00 PM           0      409     0      0     409      39     317     0      0      356     2     0      0       0       2      767
     4:15 PM           3      395     0      0     398      45     425     0      0      470     5     0      0       0       5      873
     4:30 PM           3      421     0      0     424      52     407     0      0      459     4     0      0       0       4      887
     4:45 PM           0      435     0      0     435      55     355     0      0      410     6     0      0       0       6      851
   Hourly Total        6     1660     0      0     1666    191    1504     0      0     1695    17     0      0       0      17      3378
     5:00 PM           2      443     0      0     445      48     412     0      0      460     2     0      0       0       2      907
     5:15 PM           3      422     0      0     425      70     380     0      0      450     2     0      0       0       2      877
     5:30 PM           6      374     3      0     383      45     332     0      0      377     3     0      0       0       3      763
     5:45 PM           3      297     0      0     300      29     276     0      0      305     3     0      0       0       3      608
   Hourly Total       14     1536     3      0     1553    192    1400     0      0     1592    10     0      0       0      10      3155
     6:00 PM           2      293     0      0     295      25     309     0      0      334     3     0      0       0       3      632
     6:15 PM           1      300     0      0     301      18     331     0      0      349     1     0      0       0       1      651
     6:30 PM           3      300     0      0     303      11     265     0      0      276     4     0      0       0       4      583
     6:45 PM           1      289     0      0     290      29     239     0      0      268     1     0      0       0       1      559
   Hourly Total        7     1182     0      0     1189     83    1144     0      0     1227     9     0      0       0       9      2425
    Grand Total       239    56120    12     0     56371   5870   51867    7      0     57744   501    0      9       8      518    114633
   Approach %         0.4    99.6     0.0    0.0     -     10.2   89.8     0.0    0.0     -     96.7   0.0    1.7     1.5     -       -
      Total %         0.2    49.0     0.0    0.0   49.2    5.1    45.2     0.0    0.0   50.4    0.4    0.0    0.0     0.0    0.5      -
       Car            231    53813    12     0     54056   5169   49813    7      0     54989   495    0      9       8      512    109557
      % Car           96.7   95.9    100.0    -    95.9    88.1   96.0    100.0    -    95.2    98.8    -    100.0   100.0   98.8    95.6
     Medium            4     1043     0      0     1047    330     999     0      0     1329     2     0      0       0       2      2378
    % Medium          1.7     1.9     0.0     -     1.9    5.6     1.9     0.0     -     2.3    0.4     -     0.0     0.0    0.4     2.1
      Heavy            2      627     0      0     629     316     419     0      0      735     1     0      0       0       1      1365
     % Heavy          0.8     1.1     0.0     -     1.1    5.4     0.8     0.0     -     1.3    0.2     -     0.0     0.0    0.2     1.2
 Pedal Bike (Road)     0      22      0      0      22      9      10      0      0      19      0     0      0       0       0       41
% Pedal Bike (Road)   0.0     0.0     0.0     -     0.0    0.2     0.0     0.0     -     0.0    0.0     -     0.0     0.0    0.0     0.0
    Motor Bike         2      615     0      0     617      46     626     0      0      672     3     0      0       0       3      1292
   % Motor Bike       0.8     1.1     0.0     -     1.1    0.8     1.2     0.0     -     1.2    0.6     -     0.0     0.0    0.6     1.1
                                                                          Wenatchee Valley Transportation Council                                                                                          Count Name: Miller/SR285 TMC Frieght and
                                                                                     1350 McKittrick St                                                                                                    Bike/Ped
                                                                                          Suite B                                                                                                          Site Code:
                                                                         Wenatchee, Washington, United States 98801                                                                                        Start Date: 07/24/2012
                                                                                509.663.9059 nick@wvtc.org                                                                                                 Page No: 6




                                                                                                 Southbound Street [N]
                                                                                                 Out           In          Total
                                                                                               49822         54056       103878
                                                                                                 999          1047         2046
                                                                                                 419          629          1048
                                                                                                 10           22            32
                                                                                                 626          617          1243
                                                                                               51876         56371       108247


                                                                                           231        53813          12            0
                                                                                           4           1043          0             0
                                                                                           2            627          0             0
                                                                                           0            22           0             0
                                                                                           2            615          0             0
                                                                                           239        56120          12            0
                                                                                           R            T            L             U




                                                                                       U
                                                           8
                                                                 0
                                                                     0
                                                                         0
                                                                             0
                                                                                 8
                       Total




                                                                                                                                         5882




                                                                                                                                                                     5181
                               758




                                                     772




                                                                                                                                                         316
                                                                                                                                                               330


                                                                                                                                                                            Out
Eastbound Street [W]




                                                                                                                                                                                    Westbound Street [E]
                                                                                                                                                46
                                     6
                                         3
                                             0
                                                 5




                                                                                                                                                     9
                                                           9
                                                                 0
                                                                     0
                                                                         0
                                                                             0
                                                                                 9
                                                                                       L
                                                                                            07/24/2012 1:00 PM
                               512




                                                     518
                       In




                                                                                                                                                                            In
                                     2
                                         1
                                             0
                                                 3




                                                                                                                                         0
                                                                                                                                                0
                                                                                                                                                     0
                                                                                                                                                         0
                                                                                                                                                               0
                                                                                                                                                                     0
                                                                                            Ending At
                                                                                            07/27/2012 7:00 PM




                                                                                       T
                                                           0
                                                                 0
                                                                     0
                                                                         0
                                                                             0
                                                                                 0
                                                                                            Car




                                                                                                                                         5882




                                                                                                                                                                     5181
                                                                                                                                                                            Total
                               246




                                                     254




                                                                                                                                                         316
                                                                                                                                                               330
                       Out




                                                                                                                                                46
                                     4
                                         2
                                             0
                                                 2




                                                                                                                                                     9
                                                                                            Medium
                                                                                            Heavy
                                                           495




                                                                                 501
                                                                                       R
                                                                                            Pedal Bike (Road)
                                                                 2
                                                                     1
                                                                         0
                                                                             3
                                                                                            Motor Bike




                                                                                           U            L            T             R
                                                                                           0            7           49813        5169
                                                                                           0            0            999           330
                                                                                           0            0            419           316
                                                                                           0            0            10            9
                                                                                           0            0            626           46
                                                                                           0            7           51867        5870


                                                                                               54308         54989       109297
                                                                                                 1045         1329         2374
                                                                                                 628          735          1363
                                                                                                 22           19            41
                                                                                                 618          672          1290
                                                                                               56621         57744       114365
                                                                                                 Out           In          Total
                                                                                                 Northbound Street [S]




                                                                             Turning Movement Data Plot
                                                                                 Wenatchee Valley Transportation Council                                       Count Name: Miller/SR285 TMC Frieght and
                                                                                            1350 McKittrick St                                                 Bike/Ped
                                                                                                 Suite B                                                       Site Code:
                                                                                Wenatchee, Washington, United States 98801                                     Start Date: 07/24/2012
                                                                                       509.663.9059 nick@wvtc.org                                              Page No: 7




                                                                   Turning Movement Peak Hour Data (4:30 PM)
                                      Southbound Street                                              Northbound Street                                         Eastbound Street
                                         Southbound                                                     Northbound                                                Eastbound
    Start Time
                      Right   Thru          Left          U-Turn   App. Total      Right      Thru         Left          U-Turn   App. Total   Right   Thru          Left         U-Turn   App. Total   Int. Total
     4:30 PM           0      430            0              0         430           49        403           0              0         452        4       0             0             0          4          886
     4:45 PM           1      408            0              0         409           66        397           0              0         463        0       0             0             0          0          872
     5:00 PM           5      477            0              0         482           60        425           0              0         485        3       0             0             0          3          970
     5:15 PM           3      387            0              0         390           58        399           0              0         457        4       0             0             0          4          851
       Total           9      1702           0              0        1711          233       1624           0              0        1857        11      0             0             0         11          3579
   Approach %          0.5    99.5           0.0           0.0         -           12.5       87.5          0.0           0.0         -        100.0    0.0          0.0           0.0         -            -
      Total %          0.3    47.6           0.0           0.0       47.8           6.5       45.4          0.0           0.0       51.9        0.3     0.0          0.0           0.0        0.3           -
       PHF            0.450   0.892        0.000          0.000      0.887        0.883      0.955        0.000          0.000      0.957      0.688   0.000        0.000         0.000      0.688       0.922
       Car             9      1643           0              0        1652          215       1568           0              0        1783        11      0             0             0         11          3446
      % Car           100.0   96.5            -             -        96.6          92.3       96.6           -             -        96.0       100.0     -            -             -        100.0        96.3
     Medium            0       19            0              0         19            4         28            0              0         32         0       0             0             0          0           51
    % Medium           0.0     1.1            -             -         1.1           1.7       1.7            -             -         1.7        0.0      -            -             -         0.0          1.4
      Heavy            0       10            0              0         10            12         8            0              0         20         0       0             0             0          0           30
     % Heavy           0.0     0.6            -             -         0.6           5.2       0.5            -             -         1.1        0.0      -            -             -         0.0          0.8
 Pedal Bike (Road)     0       0             0              0          0            0          1            0              0          1         0       0             0             0          0            1
% Pedal Bike (Road)    0.0     0.0            -             -         0.0           0.0       0.1            -             -         0.1        0.0      -            -             -         0.0          0.0
    Motor Bike         0       30            0              0         30            2         19            0              0         21         0       0             0             0          0           51
   % Motor Bike        0.0     1.8            -             -         1.8           0.9       1.2            -             -         1.1        0.0      -            -             -         0.0          1.4
                                                                       Wenatchee Valley Transportation Council                                                                                Count Name: Miller/SR285 TMC Frieght and
                                                                                  1350 McKittrick St                                                                                          Bike/Ped
                                                                                       Suite B                                                                                                Site Code:
                                                                      Wenatchee, Washington, United States 98801                                                                              Start Date: 07/24/2012
                                                                             509.663.9059 nick@wvtc.org                                                                                       Page No: 8




                                                                                            Southbound Street [N]
                                                                                            Out          In         Total
                                                                                            1568        1652        3220
                                                                                            28           19          47
                                                                                             8           10          18
                                                                                             1           0           1
                                                                                            19           30          49
                                                                                            1624        1711        3335


                                                                                        9         1643         0            0
                                                                                        0          19          0            0
                                                                                        0          10          0            0
                                                                                        0          0           0            0
                                                                                        0          30          0            0
                                                                                        9         1702         0            0
                                                                                        R          T           L            U




                                                                                   U
                                                         0
                                                              0
                                                                  0
                                                                      0
                                                                          0
                                                                              0
                                                                                       Peak Hour Data
                       Total




                                                                                                                                  233




                                                                                                                                                         215
                                                                                                                                                               Out
Eastbound Street [W]




                                                                                                                                                                       Westbound Street [E]
                               20




                                                    20




                                                                                                                                                12
                                    0
                                        0
                                            0
                                                0




                                                                                                                                        2
                                                                                                                                            0


                                                                                                                                                     4
                                                         0
                                                              0
                                                                  0
                                                                      0
                                                                          0
                                                                              0
                                                                                   L
                                                                                        07/24/2012 4:30 PM
                               11




                                                    11
                       In




                                                                                                                                                               In
                                    0
                                        0
                                            0
                                                0




                                                                                                                                  0
                                                                                                                                        0
                                                                                                                                            0
                                                                                                                                                0
                                                                                                                                                     0
                                                                                                                                                         0
                                                                                        Ending At
                                                                                        07/24/2012 5:30 PM




                                                                                   T
                                                         0
                                                              0
                                                                  0
                                                                      0
                                                                          0
                                                                              0
                                                                                        Car




                                                                                                                                                               Total
                                                                                                                                  233




                                                                                                                                                         215
                       Out




                                                                                                                                                12
                               9
                                    0
                                        0
                                            0
                                                0
                                                    9




                                                                                                                                        2
                                                                                                                                            0


                                                                                                                                                     4
                                                                                        Medium
                                                                                        Heavy
                                                         11




                                                                              11
                                                                                   R
                                                                                        Pedal Bike (Road)
                                                              0
                                                                  0
                                                                      0
                                                                          0
                                                                                        Motor Bike




                                                                                        U          L           T            R
                                                                                        0          0          1568          215
                                                                                        0          0           28           4
                                                                                        0          0           8            12
                                                                                        0          0           1            0
                                                                                        0          0           19           2
                                                                                        0          0          1624          233


                                                                                            1654        1783        3437
                                                                                            19           32          51
                                                                                            10           20          30
                                                                                             0           1           1
                                                                                            30           21          51
                                                                                            1713        1857        3570
                                                                                            Out          In         Total
