                                                                                    Wenatchee Valley Transportation Council                                                  Count Name: Eastmont Avenue/Valley View
                                                                                               1350 McKittrick St                                                            Blvd/Badger Mtn Road
                                                                                                    Suite B                                                                  Site Code:
                                                                                   Wenatchee, Washington, United States 98801                                                Start Date: 09/26/2013
                                                                                          509.663.9059 nick@wvtc.org                                                         Page No: 1



                                                                                       Turning Movement Data
                      Badger Mountain Road                             Westbound Approach                                    Eastmont Avenue                                           Valley View Blvd
                          Southbound                                       Westbound                                           Northbound                                                Eastbound
Start Time
               Thru     Left      U-Turn     App. Total   Right   Thru        Left      U-Turn   App. Total   Right   Thru        Left         U-Turn   App. Total   Right      Thru         Left         U-Turn   App. Total   Int. Total
  4:30 PM       44    0   0   44    0   0   6    0   6    2    58    3    0   63    2    0   20   0   22    135
  4:45 PM       39    0   0   39    0   3   2    0   5    9    67    6    0   82    4    2   18   0   24    150
Hourly Total    161   0   0   161   1   5   11   0   17   15   226   14   0   255   13   8   84   0   105   538
  5:00 PM       36    0   0   36    1   2   5    0   8    5    97    4    0   106   3    0   19   0   22    172
  5:15 PM       30    0   0   30    0   1   0    0   1    5    82    3    0   90    2    0   26   0   28    149
  5:30 PM       38    0   0   38    0   2   4    0   6    5    79    6    0   90    3    0   16   1   20    154
  5:45 PM       41    1   0   42    1   0   1    0   2    2    43    3    0   48    7    0   26   0   33    125
Hourly Total    145   1   0   146   2   5   10   0   17   17   301   16   0   334   15   0   87   1   103   600
  6:00 PM       30    0   0   30    0   0   5    0   5    3    67    4    0   74    1    1   24   0   26    135
  6:15 PM       39    1   0   40    0   0   3    0   3    2    79    2    0   83    0    1   10   0   11    137
  6:30 PM       53    0   0   53    0   0   1    0   1    5    43    3    0   51    2    0   12   0   14    119
  6:45 PM       38    0   0   38    0   1   3    0   4    0    49    4    0   53    7    0   19   0   26    121
Hourly Total    160   1   0   161   0   1   12   0   13   10   238   13   0   261   10   2   65   0   77    512
*** BREAK ***    -    -   -    -    -   -   -    -   -    -     -    -    -    -    -    -   -    -    -     -
  7:00 AM       84    0   0   84    0   0   1    0   1    0    22    0    0   22    1    0   4    0   5     112
  7:15 AM       98    0   0   98    0   0   3    0   3    2    25    0    0   27    1    0   1    0   2     130
  7:30 AM       89    0   0   89    0   4   2    0   6    3    26    4    0   33    3    0   5    0   8     136
  7:45 AM       82    0   0   82    0   0   3    0   3    3    11    3    0   17    1    0   4    0   5     107
Hourly Total    353   0   0   353   0   4   9    0   13   8    84    7    0   99    6    0   14   0   20    485
  8:00 AM       41    0   0   41    0   2   2    0   4    3    33    1    0   37    3    2   11   0   16    98
  8:15 AM       45    0   0   45    1   1   2    0   4    1    16    2    0   19    2    2   14   0   18    86
  8:30 AM       35    0   0   35    0   0   5    0   5    1    20    1    0   22    2    0   7    0   9     71
  8:45 AM       42    0   0   42    0   0   2    0   2    1    19    2    0   22    1    0   5    0   6     72
Hourly Total    163   0   0   163   1   3   11   0   15   6    88    6    0   100   8    4   37   0   49    327
  9:00 AM       30    0   0   30    0   0   1    0   1    2    12    2    0   16    2    0   5    0   7     54
  9:15 AM       20    0   0   20    0   1   1    0   2    3    16    1    0   20    0    0   5    0   5     47
  9:30 AM       31    0   0   31    1   0   2    0   3    2    17    3    0   22    0    0   4    0   4     60
  9:45 AM       42    0   0   42    0   0   1    0   1    2    18    2    0   22    2    0   4    0   6     71
Hourly Total    123   0   0   123   1   1   5    0   7    9    63    8    0   80    4    0   18   0   22    232
  10:00 AM      31    0   0   31    0   0   1    0   1    1    21    0    0   22    0    2   2    0   4     58
  10:15 AM      29    1   0   30    0   1   6    0   7    1    22    3    0   26    2    1   2    0   5     68
  10:30 AM      32    0   0   32    0   0   3    0   3    2    22    1    0   25    1    0   6    0   7     67
  10:45 AM      31    0   0   31    0   1   1    0   2    3    23    0    1   27    2    0   5    0   7     67
Hourly Total    123   1   0   124   0   2   11   0   13   7    88    4    1   100   5    3   15   0   23    260
  11:00 AM      23    0   0   23    0   0   1    0   1    1    35    1    0   37    0    0   4    0   4     65
  11:15 AM      47    0   0   47    1   1   1    0   3    4    19    1    0   24    1    0   7    0   8     82
  11:30 AM      40    0   0   40    0   1   1    0   2    0    30    2    0   32    0    0   11   0   11    85
  11:45 AM      40    0   0   40    0   1   0    0   1    2    41    0    0   43    4    1   6    0   11    95
Hourly Total    150   0   0   150   1   3   3    0   7    7    125   4    0   136   5    1   28   0   34    327
  12:00 PM      33    0   0   33    0   0   2    0   2    2    31    4    0   37    1    1   11   0   13    85
  12:15 PM      25    0   0   25    0   0   1    0   1    3    36    4    0   43    1    1   10   0   12    81
  12:30 PM      24    0   0   24    0   2   2    0   4    3    30    2    0   35    4    0   7    0   11    74
  12:45 PM      34    0   0   34    0   0   3    0   3    4    40    4    0   48    4    2   16   0   22    107
Hourly Total    116   0   0   116   0   2   8    0   10   12   137   14   0   163   10   4   44   0   58    347
  1:00 PM       40    0   0   40    0   0   2    0   2    2    39    0    0   41    1    0   14   0   15    98
  1:15 PM       36    0   0   36    0   2   1    0   3    0    33    1    0   34    3    0   5    0   8     81
 1:30 PM       33      0       0      33      0       0       2     0      2      2     37      5      0     44      3      0      5      0       8     87
 1:45 PM       28      0       0      28      0       1       3     0      4      3     32      2      0     37      1      3      7      0      11     80
Hourly Total   137     0       0      137     0       3       8     0     11      7     141     8      0     156     8      3     31      0      42     346
 2:00 PM       38      0       0      38      0       0       2     0      2      3     38      2      0     43      0      1      6      0       7     90
 2:15 PM       41      0       0      41      0       0       1     0      1      2     33      3      0     38      4      1      8      0      13     93
 2:30 PM       40      0       0      40      0       1       2     0      3      4     44      2      0     50      3      1      4      0       8     101
 2:45 PM       39      0       0      39      0       1       2     0      3      4     48      3      0     55      5      0     10      0      15     112
Hourly Total   158     0       0      158     0       2       7     0      9     13     163    10      0     186    12      3     28      0      43     396
 3:00 PM       32      0       0      32      0       1       0     0      1      3     42      4      0     49      5      1      7      0      13     95
 3:15 PM       38      0       0      38      0       2       0     0      2      4     62      1      1     68      8      2     30      0      40     148
 3:30 PM       31      0       0      31      1       0       3     0      4      1     59      3      0     63      1      1     23      0      25     123
 3:45 PM       41      0       0      41      0       1       3     0      4      2     52      2      0     56      1      0     13      0      14     115
Hourly Total   142     0       0      142     1       4       6     0     11     10     215    10      1     236    15      4     73      0      92     481
 4:00 PM       35      0       0      35      1       0       1     0      2      5     45      3      0     53      2      0     23      0      25     115
 4:15 PM       32      0       0      32      0       0       6     0      6      2     63      2      0     67      4      0      9      0      13     118
 4:30 PM       12      0       0      12      0       0       0     0      0      3     12      0      0     15      0      0      2      0       2     29
 4:45 PM        0      0       0       0      0       0       0     0      0      0      0      0      0      0      0      0      0      0       0      0
Hourly Total   79      0       0      79      1       0       7     0      8     10     120     5      0     135     6      0     34      0      40     262
 5:00 PM        0      0       0       0      0       0       0     0      0      0      0      0      0      0      0      0      0      0       0      0
 5:15 PM        0      0       0       0      0       0       0     0      0      0      0      0      0      0      0      0      0      0       0      0
 5:30 PM        0      0       0       0      0       0       0     0      0      0      0      0      0      0      0      0      0      0       0      0
 5:45 PM        0      0       0       0      0       0       0     0      0      0      0      0      0      0      0      0      0      0       0      0
Hourly Total    0      0       0       0      0       0       0     0      0      0      0      0      0      0      0      0      0      0       0      0
 6:00 PM        0      0       0       0      0       0       0     0      0      0      0      0      0      0      0      0      0      0       0      0
 6:15 PM        0      0       0       0      0       0       0     0      0      0      0      0      0      0      0      0      0      0       0      0
 6:30 PM        0      0       0       0      0       0       0     0      0      0      0      0      0      0      0      0      0      0       0      0
 6:45 PM        0      0       0       0      0       0       0     0      0      0      0      0      0      0      0      0      0      0       0      0
Hourly Total    0      0       0       0      0       0       0     0      0      0      0      0      0      0      0      0      0      0       0      0
Grand Total    3329    5       3      3337    12      57     182    0     251    206    2940   194     3     3343   201    48     784     1      1034   7965
Approach %     99.8    0.1     0.1     -      4.8    22.7    72.5   0.0    -     6.2    87.9   5.8    0.1     -     19.4   4.6    75.8    0.1     -      -
  Total %      41.8    0.1     0.0    41.9    0.2     0.7    2.3    0.0   3.2    2.6    36.9   2.4    0.0    42.0   2.5    0.6    9.8     0.0    13.0    -
    Car        3187    5       3      3195    12      57     174    0     243    202    2837   193     2     3234   198    47     772     0      1017   7689
  % Car        95.7   100.0   100.0   95.7   100.0   100.0   95.6    -    96.8   98.1   96.5   99.5   66.7   96.7   98.5   97.9   98.5    0.0    98.4   96.5
  Medium       64      0       0      64      0       0       5     0      5      4     60      0      1     65      3      1     10      1      15     149
% Medium       1.9     0.0     0.0    1.9     0.0     0.0    2.7     -    2.0    1.9    2.0    0.0    33.3   1.9    1.5    2.1    1.3    100.0   1.5    1.9
  Heavy        78      0       0      78      0       0       3     0      3      0     43      1      0     44      0      0      2      0       2     127
 % Heavy       2.3     0.0     0.0    2.3     0.0     0.0    1.6     -    1.2    0.0    1.5    0.5    0.0    1.3    0.0    0.0    0.3     0.0    0.2    1.6
                                                                       Wenatchee Valley Transportation Council                                                                                              Count Name: Eastmont Avenue/Valley View
                                                                                  1350 McKittrick St                                                                                                        Blvd/Badger Mtn Road
                                                                                       Suite B                                                                                                              Site Code:
                                                                      Wenatchee, Washington, United States 98801                                                                                            Start Date: 09/26/2013
                                                                             509.663.9059 nick@wvtc.org                                                                                                     Page No: 4




                                                                                      Badger Mountain Road [N]
                                                                                       Out           In         Total
                                                                                       3624         3195        6819
                                                                                        70          64           134
                                                                                        45          78           123
                                                                                       3739         3337        7076


                                                                                       3187          5           3
                                                                                        64           0           0
                                                                                        78           0           0
                                                                                       3329          5           3
                                                                                        T            L           U




                                                                                                                                  12



                                                                                                                                                12
                                                                           U




                                                                                                                              R
                                                      0
                                                            1
                                                                 0
                                                                     1




                                                                                                                                        0
                                                                                                                                            0




                                                                                                                                                                                   Westbound Approach [E]
                       Total
                               1267




                                               1286




                                                                                                                                                      259




                                                                                                                                                                     254
                                                                                                                                                                           Out
                                      16
Valley View Blvd [W]




                                           3




                                                                                                                                                            0
                                                                                                                                                                5
                                                      772



                                                                     784
                                                            10




                                                                                                                                  57



                                                                                                                                                57
                                                                                                                              T
                                                                 2


                                                                           L




                                                                                                                                        0
                                                                                                                                            0
                               1017




                                               1034                               09/26/2013 7:00 AM




                                                                                                                                                      251




                                                                                                                                                                     243
                                      15
                       In




                                                                                                                                                                           In
                                           2




                                                                                                                                                            3
                                                                                                                                                                5
                                                                                  Ending At
                                                                                  09/27/2013 7:00 PM




                                                                                                                                  182



                                                                                                                                                174
                                                      47



                                                                     48
                                                                           T
                                                            1
                                                                 0




                                                                                                                              L


                                                                                                                                        3
                                                                                                                                            5
                                                                                  Car




                                                                                                                                                                           Total
                               250




                                               252




                                                                                                                                                      510




                                                                                                                                                                     497
                       Out




                                                                                                                                                                10
                                      1
                                           1




                                                                                                                                                            3
                                                                                  Medium
                                                                                  Heavy
                                                      198



                                                                     201
                                                                           R




                                                                                                                              U
                                                            3
                                                                 0




                                                                                                                                  0
                                                                                                                                        0
                                                                                                                                            0
                                                                                                                                                0
                                                                                  U           L            T            R
                                                                                  2           193         2837          202
                                                                                  1           0            60           4
                                                                                  0           1            43           0
                                                                                  3           194         2940          206


                                                                                       3561         3234        6795
                                                                                        73          65           138
                                                                                        81          44           125
                                                                                       3715         3343        7058
                                                                                       Out           In         Total
                                                                                        Eastmont Avenue [S]



                                                                           Turning Movement Data Plot
                                                                                        Wenatchee Valley Transportation Council                                                   Count Name: Eastmont Avenue/Valley View
                                                                                                   1350 McKittrick St                                                             Blvd/Badger Mtn Road
                                                                                                        Suite B                                                                   Site Code:
                                                                                       Wenatchee, Washington, United States 98801                                                 Start Date: 09/26/2013
                                                                                              509.663.9059 nick@wvtc.org                                                          Page No: 5




                                                                     Turning Movement Peak Hour Data (7:00 AM)
                     Badger Mountain Road                                 Westbound Approach                                      Eastmont Avenue                                           Valley View Blvd
                             Southbound                                       Westbound                                             Northbound                                                Eastbound
Start Time
             Thru      Left         U-Turn    App. Total   Right   Thru          Left       U-Turn   App. Total   Right   Thru         Left         U-Turn   App. Total   Right      Thru         Left         U-Turn   App. Total   Int. Total
 7:00 AM      64        0             0          64         1       2             6            0         9         2       6            0             0          8         1          1            3             0          5           86
 7:15 AM     105        0             0          105        0       0             1            0         1         4       18           2             0         24         0          0            2             0          2          132
 7:30 AM      95        0             0          95         0       0             2            0         2         0       21           4             0         25         2          0            1             0          3          125
 7:45 AM      83        0             0          83         0       1             2            0         3         0       21           2             0         23         2          0            4             0          6          115
  Total      347        0             0          347        1       3            11            0        15         6       66           8             0         80         5          1           10             0         16          458
Approach %   100.0     0.0            0.0         -         6.7    20.0          73.3          0.0       -         7.5    82.5         10.0          0.0         -        31.3       6.3         62.5           0.0         -            -
 Total %     75.8      0.0            0.0       75.8        0.2     0.7          2.4           0.0      3.3        1.3    14.4          1.7          0.0       17.5        1.1       0.2          2.2           0.0        3.5           -
   PHF       0.826    0.000          0.000      0.826      0.250   0.375        0.458       0.000      0.417      0.375   0.786        0.500        0.000      0.800      0.625     0.250        0.625         0.000      0.667       0.867
   Car       334        0             0          334        1       3            11            0        15         6       55           8             0         69         5          1           10             0         16          434
  % Car      96.3        -                -     96.3       100.0   100.0        100.0           -      100.0      100.0   83.3         100.0          -        86.3       100.0     100.0        100.0           -        100.0        94.8
 Medium       2         0             0           2         0       0             0            0         0         0       8            0             0          8         0          0            0             0          0           10
% Medium      0.6        -                -      0.6        0.0     0.0          0.0            -       0.0        0.0    12.1          0.0           -        10.0        0.0       0.0          0.0            -         0.0          2.2
  Heavy       11        0             0          11         0       0             0            0         0         0       3            0             0          3         0          0            0             0          0           14
 % Heavy      3.2        -                -      3.2        0.0     0.0          0.0            -       0.0        0.0     4.5          0.0           -         3.8        0.0       0.0          0.0            -         0.0          3.1
                                                               Wenatchee Valley Transportation Council                                                                                   Count Name: Eastmont Avenue/Valley View
                                                                          1350 McKittrick St                                                                                             Blvd/Badger Mtn Road
                                                                               Suite B                                                                                                   Site Code:
                                                              Wenatchee, Washington, United States 98801                                                                                 Start Date: 09/26/2013
                                                                     509.663.9059 nick@wvtc.org                                                                                          Page No: 6




                                                                              Badger Mountain Road [N]
                                                                               Out       In         Total
                                                                                66       334        400
                                                                                8        2           10
                                                                                3        11          14
                                                                                77       347        424


                                                                               334       0           0
                                                                                2        0           0
                                                                                11       0           0
                                                                               347       0           0
                                                                                T        L           U




                                                                   U




                                                                                                                R
                                                 0
                                                      0
                                                          0
                                                              0




                                                                                                                    1
                                                                                                                         0
                                                                                                                             0
                                                                                                                                 1
                                                                        Peak Hour Data




                                                                                                                                                                Westbound Approach [E]
                       Total




                                                                                                                                                        Out
                               27




                                            27
Valley View Blvd [W]




                                    0
                                        0




                                                                                                                                      7
                                                                                                                                           0
                                                                                                                                               0
                                                                                                                                                   7
                                                 10



                                                              10




                                                                                                                T
                                                      0
                                                          0


                                                                   L




                                                                                                                    3
                                                                                                                         0
                                                                                                                             0
                                                                                                                                 3
                                                                          09/26/2013 7:00 AM
                               16




                                            16




                                                                                                                                      15




                                                                                                                                                   15
                       In




                                                                                                                                                        In
                                    0
                                        0




                                                                                                                                           0
                                                                                                                                               0
                                                                          Ending At
                                                                          09/26/2013 8:00 AM




                                                                                                                    11



                                                                                                                                 11
                                                                   T
                                                 1
                                                      0
                                                          0
                                                              1




                                                                                                                L


                                                                                                                         0
                                                                                                                             0
                                                                          Car




                                                                                                                                                        Total
                       Out
                               11




                                            11




                                                                                                                                      22




                                                                                                                                                   22
                                    0
                                        0




                                                                                                                                           0
                                                                                                                                               0
                                                                          Medium
                                                                          Heavy


                                                                   R




                                                                                                                U
                                                 5
                                                      0
                                                          0
                                                              5




                                                                                                                    0
                                                                                                                         0
                                                                                                                             0
                                                                                                                                 0
                                                                          U          L         T            R
                                                                          0          8         55           6
                                                                          0          0         8            0
                                                                          0          0         3            0
                                                                          0          8         66           6


                                                                               350       69         419
                                                                                2        8           10
                                                                                11       3           14
                                                                               363       80         443
                                                                               Out       In         Total
                                                                                Eastmont Avenue [S]



                                        Turning Movement Peak Hour Data Plot (7:00 AM)
                                                                                        Wenatchee Valley Transportation Council                                                   Count Name: Eastmont Avenue/Valley View
                                                                                                   1350 McKittrick St                                                             Blvd/Badger Mtn Road
                                                                                                        Suite B                                                                   Site Code:
                                                                                       Wenatchee, Washington, United States 98801                                                 Start Date: 09/26/2013
                                                                                              509.663.9059 nick@wvtc.org                                                          Page No: 7




                                                                     Turning Movement Peak Hour Data (4:45 PM)
                     Badger Mountain Road                                 Westbound Approach                                      Eastmont Avenue                                           Valley View Blvd
                             Southbound                                       Westbound                                             Northbound                                                Eastbound
Start Time
             Thru      Left         U-Turn    App. Total   Right   Thru          Left       U-Turn   App. Total   Right   Thru         Left         U-Turn   App. Total   Right      Thru         Left         U-Turn   App. Total   Int. Total
 4:45 PM      39        0             0          39         0       3             2            0         5         9       67           6             0         82         4          2           18             0         24          150
 5:00 PM      36        0             0          36         1       2             5            0         8         5       97           4             0         106        3          0           19             0         22          172
 5:15 PM      30        0             0          30         0       1             0            0         1         5       82           3             0         90         2          0           26             0         28          149
 5:30 PM      38        0             0          38         0       2             4            0         6         5       79           6             0         90         3          0           16             1         20          154
  Total      143        0             0          143        1       8            11            0        20         24     325           19            0         368        12         2           79             1         94          625
Approach %   100.0     0.0            0.0         -         5.0    40.0          55.0          0.0       -         6.5    88.3          5.2          0.0         -        12.8       2.1         84.0           1.1         -            -
 Total %     22.9      0.0            0.0       22.9        0.2     1.3          1.8           0.0      3.2        3.8    52.0          3.0          0.0       58.9        1.9       0.3         12.6           0.2       15.0           -
   PHF       0.917    0.000          0.000      0.917      0.250   0.667        0.550       0.000      0.625      0.667   0.838        0.792        0.000      0.868      0.750     0.250        0.760         0.250      0.839       0.908
   Car       142        0             0          142        1       8            11            0        20         24     325           19            0         368        12         2           79             0         93          623
  % Car      99.3        -                -     99.3       100.0   100.0        100.0           -      100.0      100.0   100.0        100.0          -        100.0      100.0     100.0        100.0          0.0       98.9         99.7
 Medium       0         0             0           0         0       0             0            0         0         0       0            0             0          0         0          0            0             1          1            1
% Medium      0.0        -                -      0.0        0.0     0.0          0.0            -       0.0        0.0     0.0          0.0           -         0.0        0.0       0.0          0.0          100.0       1.1          0.2
  Heavy       1         0             0           1         0       0             0            0         0         0       0            0             0          0         0          0            0             0          0            1
 % Heavy      0.7        -                -      0.7        0.0     0.0          0.0            -       0.0        0.0     0.0          0.0           -         0.0        0.0       0.0          0.0           0.0        0.0          0.2
                                                                 Wenatchee Valley Transportation Council                                                                                      Count Name: Eastmont Avenue/Valley View
                                                                            1350 McKittrick St                                                                                                Blvd/Badger Mtn Road
                                                                                 Suite B                                                                                                      Site Code:
                                                                Wenatchee, Washington, United States 98801                                                                                    Start Date: 09/26/2013
                                                                       509.663.9059 nick@wvtc.org                                                                                             Page No: 8




                                                                                Badger Mountain Road [N]
                                                                                 Out        In          Total
                                                                                 405        142         547
                                                                                  0         0            0
                                                                                  0         1            1
                                                                                 405        143         548


                                                                                 142        0            0
                                                                                  0         0            0
                                                                                  1         0            0
                                                                                 143        0            0
                                                                                  T         L            U




                                                                     U




                                                                                                                     R
                                                   0
                                                        1
                                                            0
                                                                1




                                                                                                                         1
                                                                                                                              0
                                                                                                                                  0
                                                                                                                                      1
                                                                          Peak Hour Data




                                                                                                                                                                     Westbound Approach [E]
                       Total
                               120




                                             122




                                                                                                                                                             Out
                                                                                                                                           26




                                                                                                                                                        26
Valley View Blvd [W]




                                     2
                                         0




                                                                                                                                                0
                                                                                                                                                    0
                                                   79



                                                                79




                                                                                                                     T
                                                        0
                                                            0


                                                                     L




                                                                                                                         8
                                                                                                                              0
                                                                                                                                  0
                                                                                                                                      8
                                                                            09/26/2013 4:45 PM
                               93




                                             94




                                                                                                                                           20




                                                                                                                                                        20
                       In




                                                                                                                                                             In
                                     1
                                         0




                                                                                                                                                0
                                                                                                                                                    0
                                                                            Ending At
                                                                            09/26/2013 5:45 PM




                                                                                                                         11



                                                                                                                                      11
                                                                     T
                                                   2
                                                        0
                                                            0
                                                                2




                                                                                                                     L


                                                                                                                              0
                                                                                                                                  0
                                                                            Car




                                                                                                                                                             Total
                       Out
                               27




                                             28




                                                                                                                                           46




                                                                                                                                                        46
                                     1
                                         0




                                                                                                                                                0
                                                                                                                                                    0
                                                                            Medium
                                                                            Heavy
                                                   12



                                                                12
                                                                     R




                                                                                                                     U
                                                        0
                                                            0




                                                                                                                         0
                                                                                                                              0
                                                                                                                                  0
                                                                                                                                      0
                                                                            U          L          T             R
                                                                            0          19         325           24
                                                                            0          0          0             0
                                                                            0          0          0             0
                                                                            0          19         325           24


                                                                                 165        368         533
                                                                                  0         0            0
                                                                                  1         0            1
                                                                                 166        368         534
                                                                                 Out        In          Total
                                                                                  Eastmont Avenue [S]



                                         Turning Movement Peak Hour Data Plot (4:45 PM)
                                                                                        Wenatchee Valley Transportation Council                                                   Count Name: Eastmont Avenue/Valley View
                                                                                                   1350 McKittrick St                                                             Blvd/Badger Mtn Road
                                                                                                        Suite B                                                                   Site Code:
                                                                                       Wenatchee, Washington, United States 98801                                                 Start Date: 09/26/2013
                                                                                              509.663.9059 nick@wvtc.org                                                          Page No: 9




                                                                     Turning Movement Peak Hour Data (7:00 AM)
                     Badger Mountain Road                                 Westbound Approach                                      Eastmont Avenue                                           Valley View Blvd
                             Southbound                                       Westbound                                             Northbound                                                Eastbound
Start Time
             Thru      Left         U-Turn    App. Total   Right   Thru          Left       U-Turn   App. Total   Right   Thru         Left         U-Turn   App. Total   Right      Thru         Left         U-Turn   App. Total   Int. Total
 7:00 AM      84        0             0          84         0       0             1            0         1         0       22           0             0         22         1          0            4             0          5          112
 7:15 AM      98        0             0          98         0       0             3            0         3         2       25           0             0         27         1          0            1             0          2          130
