                                    Intersection: SR 1555 (Barber Mill Road) at SR 1556 (Government Road)
                                                                                  Count Number: 11-07079
                                                                                NCDOT Division Number: 4
                                                                                          County: Johnston
                                                                                              City: Clayton
                                                                    12 Hour Count Volume: 3,719 vehicles

             Count Day & Date                      Count Time(s)                   Weather Conditions
         Tuesday, November 1, 2011          6 AM ­ 9 AM / 10 AM ­ 7 PM                  Sunny

  Counter: Tom VandenHeuvel
  Data Processor: Shannon Grubbs, EI
  Data Collection Method: Jamar Count Board

  NOTES
  1) No schools are located in the immediate vicinity of the studied
     intersection; however, Johnston County Schools were in session
     on the date of the count.
  2) No pedestrians were observed.
  3) SB & WB approach grades are -0.5% and EB is 0%.
  4) No highway construction was observed within a ¼ mile radius.
  5) Data collection equipment was operating correctly at time of
     count.
  6) Counter took a break from 2:30 to 3:00 PM. Data for this period
     was interpolated.                                                                                VICINITY MAP
  7) The counter did not have any additional notes.




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8743
                                    Intersection: SR 1555 (Barber Mill Road) at SR 1556 (Government Road)
                                                                                  Count Number: 11-07079
                                                                                NCDOT Division Number: 4
                                                                                          County: Johnston
                                                                                              City: Clayton
                                                                    12 Hour Count Volume: 3,719 vehicles


                              Intersection Leg Photographs ­ Facing Intersection




                                    SR 1556 (Government Road) ­ Northern Leg




        SR 1555 (Barber Mill Road) ­ Western Leg                    SR 1555 (Barber Mill Road) ­ Eastern Leg




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8743
                                    Intersection: SR 1555 (Barber Mill Road) at SR 1556 (Government Road)
                                                                                  Count Number: 11-07079
                                                                                NCDOT Division Number: 4
                                                                                          County: Johnston
                                                                                              City: Clayton
                                                                    12 Hour Count Volume: 3,719 vehicles


                               Intersection Leg Photographs ­ Facing Upstream




                                    SR 1556 (Government Road) ­ Northern Leg




         SR 1555 (Barber Mill Road) ­ Western Leg                   SR 1555 (Barber Mill Road) ­ Eastern Leg




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8743
                                                       Mekuria Engineering, Inc.
                                              Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Tom VandenHeuvel                                                                                                          File Name    : 11-07079
Weather Conditions: Sunny                           phone: 919.833.8743 / fax: 919.833.1276                                           Site Code    : 01107079
NCDOT Division: 4                                                                                                                     Start Date   : 11/1/2011
County: Johnston                                                                                                                      Page No      :1


                                         Groups Printed- Passenger Vehicles - Dual Trucks - Heavy Trucks
                     SR 1556 (Government
                                                SR 1555 (Barber Mill Road)                                        SR 1555 (Barber Mill Road)
                              Road)
                                                         Westbound                        Northbound                      Eastbound
                           Southbound
       Start Time    Right      Thru      Left     Right       Thru       Left      Right      Thru        Left     Right      Thru        Left     Int. Total
        03:45 PM       17          0          0         0        47          0          0         0          0          0        45         18           127
             Total     47          0          4         6       141          0          0         0          0          0       106         64           368

        04:00 PM       14          0          0         3        32          0          0         0          0          0        49         22           120
                                                          Mekuria Engineering, Inc.
                                                 Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Tom VandenHeuvel                                                                                                              File Name    : 11-07079
Weather Conditions: Sunny                              phone: 919.833.8743 / fax: 919.833.1276                                            Site Code    : 01107079
NCDOT Division: 4                                                                                                                         Start Date   : 11/1/2011
County: Johnston                                                                                                                          Page No      :2

                                            Groups Printed- Passenger Vehicles - Dual Trucks - Heavy Trucks
                        SR 1556 (Government
                                                   SR 1555 (Barber Mill Road)                                        SR 1555 (Barber Mill Road)
                                 Road)
                                                            Westbound                        Northbound                      Eastbound
                              Southbound
          Start Time    Right      Thru      Left     Right       Thru       Left      Right      Thru        Left     Right      Thru         Left     Int. Total
           04:15 PM        12          0       0          0         27           0         0          0         0          0        47          12             98
           04:30 PM        25          0       1          4         48           0         0          0         0          0        30          17            125
           04:45 PM        19          0       3          3         53           0         0          0         0          0        32          12            122
                Total      70          0       4         10        160           0         0          0         0          0       158          63            465

           05:00 PM       19          0         2          4        51          0          0         0          0          0        34           17          127
           05:15 PM       20          0         0          0        60          0          0         0          0          0        47           21          148
           05:30 PM       18          0         4          0        59          0          0         0          0          0        38           15          134
           05:45 PM       19          0         5          1        51          0          0         0          0          0        34           15          125
                Total     76          0        11          5       221          0          0         0          0          0       153           68          534

           06:00 PM       11          0          4         1        34          0          0         0          0          0        28           13           91
           06:15 PM       18          0          2         4        41          0          0         0          0          0        38           12          115
           06:30 PM        3          0          2         3        33          0          0         0          0          0        26           10           77
           06:45 PM        0          0          1         2        27          0          0         0          0          0        27            7           64
                Total     32          0          9        10       135          0          0         0          0          0       119           42          347

        Grand Total      519          0        53         56      1279          0          0         0          0          0      1237          575         3719
          Apprch %      90.7          0       9.3        4.2       95.8         0          0         0          0          0       68.3        31.7
            Total %        14         0       1.4        1.5       34.4         0          0         0          0          0       33.3        15.5
Passenger Vehicles       496          0        52         55      1248          0          0         0          0          0      1197          555         3603
 % Passenger Vehicles   95.6          0      98.1       98.2       97.6         0          0         0          0          0       96.8        96.5          96.9
      Dual Trucks          23         0         1          1         30         0          0         0          0          0         39           20          114
    % Dual Trucks         4.4         0       1.9        1.8        2.3         0          0         0          0          0        3.2          3.5           3.1
     Heavy Trucks           0         0         0          0          1         0          0         0          0          0          1            0             2
   % Heavy Trucks           0         0         0          0        0.1         0          0         0          0          0        0.1            0           0.1
                                                                  Mekuria Engineering, Inc.
                                                         Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Tom VandenHeuvel                                                                                                                       File Name    : 11-07079
Weather Conditions: Sunny                                      phone: 919.833.8743 / fax: 919.833.1276                                             Site Code    : 01107079
NCDOT Division: 4                                                                                                                                  Start Date   : 11/1/2011
County: Johnston                                                                                                                                   Page No      :3

                                                                        SR 1556 (Government Road)
                                                                          Out      In     Total
                                                                           610      548    1158
                                                                            21       24      45
                                                                              0       0       0
                                                                           631      572    1203


                                                                             496     0         52
                                                                              23     0           1
                                                                               0     0           0
                                                                             519     0         53
                                                                           Right Thru        Left
                                            3496


                                            3610
                                             112
                                                2
                                            Total




                                                                                                                      SR 1555 (Barber Mill Road)
                      SR 1555 (Barber Mill Road)




                                                                                                                       1290


                                                                                                                       1249
                                                                                                                       Out
                                                     555


                                                     575
                                                      20
                                                        0




                                                                                                        Right Thru




                                                                                                                          40
                                                    Left




                                                                                                                           1
                                                                                  North




                                                                                                           56 1279


                                                                                                           55 1248
                                                                                                            0
                                                                                                            1
                                 1752


                                 1812
                                    59
                                     1




                                                                           11/1/2011 06:00 AM
                                                        0 1197


                                                        0 1237
                                                            39
                                                              1

                                                    Right Thru
                                  In




                                                                           11/1/2011 06:45 PM




                                                                                                                                1335


                                                                                                                                1303
                                                                                                                                 In
                                                                                                                30




                                                                                                                                   31
                                                                                                                  1




                                                                                                                                    1
                                                                           Passenger Vehicles
                                                        0
                                                        0




                                                                                                        Left
                        1744


                        1798
                           53
                            1




                                                                           Dual Trucks
                        Out




                                                                                                                                           Total
                                                                           Heavy Trucks




                                                                                                                                           2625


                                                                                                                                           2552
                                                                                                            0
                                                                                                            0
                                                                                                            0
                                                                                                            0




                                                                                                                                              71
                                                                                                                                               2
                                                                            Left Thru Right
                                                                                0    0    0
                                                                                0    0    0
                                                                                0    0    0
                                                                                0    0    0


                                                                                0        0         0
                                                                                0        0         0
                                                                                0        0         0
                                                                                0        0         0
                                                                          Out       In         Total
                                                                                 Mekuria Engineering, Inc.
                                                                         Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Tom VandenHeuvel                                                                                                                                                                      File Name    : 11-07079
Weather Conditions: Sunny                                                      phone: 919.833.8743 / fax: 919.833.1276                                                                            Site Code    : 01107079
NCDOT Division: 4                                                                                                                                                                                 Start Date   : 11/1/2011
County: Johnston                                                                                                                                                                                  Page No      :4



                   SR 1556 (Government Road)           SR 1555 (Barber Mill Road)                                                                        SR 1555 (Barber Mill Road)
                             Southbound                        Westbound                                                     Northbound                          Eastbound
    Start Time Right Thru             Left App. Total Right   Thru     Left App. Total                            Right      Thru   Left   App. Total   Right   Thru     Left App. Total                         Int. Total
Peak Hour Analysis From 06:00 AM to 09:45 AM - Peak 1 of 1
Peak Hour for Entire Intersection Begins at 06:45 AM
     06:45 AM         27         0       0         27      0    48       0         48                                0          0      0            0         0                 30                 12      42         117
     07:00 AM         21         0       1         22      2    24       0         26                                0          0      0            0         0                 30                 34      64         112
     07:15 AM         10         0       0         10      0    18       0         18                                0          0      0            0         0                 42                  25      67         95
     07:30 AM         13         0       2         15      1    15       0         16                                0          0      0            0         0           42                        19     61          92
 Total Volume         71         0       3         74      3   105       0       108                                 0          0      0            0         0          144                        90    234         416
  % App. Total      95.9         0     4.1               2.8  97.2       0                                           0          0      0                      0         61.5                      38.5
           PHF      .657     .000    .375        .685  .375   .547    .000      .563                              .000       .000   .000       .000        .000         .857                      .662    .873       .889

                                                                                        SR 1556 (Government Road)
                                                                                          Out      In     Total
                                                                                            93       74      167


                                                                                               71     0                  3
                                                                                            Right Thru            Left




                                                                                       Peak Hour Data
                                                     410




                                                                                                                                                                     SR 1555 (Barber Mill Road)
                                                    Total
                              SR 1555 (Barber Mill Road)




                                                                                                                                                                      Out
                                                                                                                                                                       147
                                                              90




                                                                                                                                                        Right Thru
                                                            Left




                                                                                                        North                                               3
                                            234


                                                                   144
                                                            Right Thru
                                           In




                                                                                                                                                                                In
                                                                                                                                                               105


                                                                                        Peak Hour Begins at 06:45 AM                                                             108

                                                                                        Passenger Vehicles
                                                                0




                                                                                                                                                        Left
                                  176




                                                                                        Dual Trucks
                                Out




                                                                                                                                                                                          Total
                                                                                                                                                               0




                                                                                        Heavy Trucks
                                                                                                                                                                                           255




                                                                                            Left        Thru Right
                                                                                                    0       0    0


                                                                                                0             0         0
                                                                                          Out            In         Total
                                                                                 Mekuria Engineering, Inc.
                                                                         Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Tom VandenHeuvel                                                                                                                                                                      File Name    : 11-07079
Weather Conditions: Sunny                                                      phone: 919.833.8743 / fax: 919.833.1276                                                                            Site Code    : 01107079
NCDOT Division: 4                                                                                                                                                                                 Start Date   : 11/1/2011
County: Johnston                                                                                                                                                                                  Page No      :5


                   SR 1556 (Government Road)           SR 1555 (Barber Mill Road)                                                                        SR 1555 (Barber Mill Road)
                             Southbound                        Westbound                                                     Northbound                          Eastbound
    Start Time Right Thru             Left App. Total Right   Thru     Left App. Total                            Right      Thru   Left   App. Total   Right   Thru     Left App. Total                         Int. Total
Peak Hour Analysis From 10:00 AM to 01:45 PM - Peak 1 of 1
Peak Hour for Entire Intersection Begins at 12:30 PM
     12:30 PM           6        0       4         10      2    22       0         24                                0          0      0            0         0                 19                   7     26           60
     12:45 PM           5        0       1          6      0    21       0         21                                0          0      0            0         0                 21                   5     26          53
     01:00 PM           5        0       1          6      3    13       0         16                                0          0      0            0         0           20                         6     26          48
     01:15 PM           5        0       2          7      0    17       0         17                                0          0      0            0         0           19                         8      27         51
 Total Volume         21         0       8         29      5    73       0         78                                0          0      0            0         0           79                        26    105         212
  % App. Total      72.4         0   27.6                6.4  93.6       0                                           0          0      0                      0         75.2                      24.8
           PHF      .875     .000    .500        .725  .417   .830    .000      .813                              .000       .000   .000       .000        .000         .940                      .813    .972       .883

                                                                                        SR 1556 (Government Road)
                                                                                          Out      In     Total
                                                                                            31       29       60


                                                                                               21     0                  8
                                                                                            Right Thru            Left




                                                                                       Peak Hour Data
                                                     199




                                                                                                                                                                     SR 1555 (Barber Mill Road)
                                                    Total
                              SR 1555 (Barber Mill Road)




                                                                                                                                                                      Out
                                                              26




                                                                                                                                                        Right Thru



                                                                                                                                                                         87
                                                            Left




                                                                                                        North
                                                                                                                                                            5
                                            105


                                                                    79
                                                            Right Thru
                                           In




                                                                                                                                                                                In
                                                                                        Peak Hour Begins at 12:30 PM
                                                                                                                                                                73


                                                                                        Passenger Vehicles                                                                        78
                                                                0




                                                                                                                                                        Left
                                   94




                                                                                        Dual Trucks
                                Out




                                                                                                                                                                                          Total
                                                                                                                                                               0




                                                                                        Heavy Trucks
                                                                                                                                                                                           165




                                                                                            Left        Thru Right
                                                                                                    0       0    0


                                                                                                0             0         0
                                                                                          Out            In         Total
                                                                                 Mekuria Engineering, Inc.
                                                                         Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Tom VandenHeuvel                                                                                                                                                                     File Name    : 11-07079
Weather Conditions: Sunny                                                      phone: 919.833.8743 / fax: 919.833.1276                                                                           Site Code    : 01107079
NCDOT Division: 4                                                                                                                                                                                Start Date   : 11/1/2011
County: Johnston                                                                                                                                                                                 Page No      :6


                   SR 1556 (Government Road)           SR 1555 (Barber Mill Road)                                                                       SR 1555 (Barber Mill Road)
                             Southbound                        Westbound                                                    Northbound                          Eastbound
    Start Time Right Thru             Left App. Total Right   Thru     Left App. Total                            Right     Thru   Left   App. Total   Right   Thru     Left App. Total                         Int. Total
Peak Hour Analysis From 02:00 PM to 06:45 PM - Peak 1 of 1
Peak Hour for Entire Intersection Begins at 05:00 PM
     05:00 PM         19         0       2         21      4    51       0         55                                0         0      0            0         0                 34                 17      51         127
     05:15 PM         20         0       0         20      0    60       0         60                                0         0      0            0         0                 47                 21       68        148
     05:30 PM         18         0       4         22      0    59       0         59                                0         0      0            0         0           38                        15     53         134
     05:45 PM         19         0       5         24      1    51       0         52                                0         0      0            0         0           34                        15     49         125
 Total Volume         76         0     11          87      5   221       0       226                                 0         0      0            0         0          153                        68    221         534
  % App. Total      87.4         0   12.6                2.2  97.8       0                                           0         0      0                      0         69.2                      30.8
           PHF      .950     .000    .550        .906  .313   .921    .000      .942                              .000      .000   .000       .000        .000         .814                      .810    .813       .902

                                                                                        SR 1556 (Government Road)
                                                                                          Out      In     Total
                                                                                            73       87      160


                                                                                               76     0             11
                                                                                            Right Thru            Left




                                                                                       Peak Hour Data
                                                     518




                                                                                                                                                                    SR 1555 (Barber Mill Road)
                                                    Total
                              SR 1555 (Barber Mill Road)




                                                                                                                                                                     Out
                                                                                                                                                                      164
                                                              68




                                                                                                                                                       Right Thru
                                                            Left




                                                                                                        North
                                                                                                                                                           5
                                            221


                                                                   153
                                                            Right Thru
                                           In




                                                                                                                                                                               In
                                                                                                                                                              221
                                                                                        Peak Hour Begins at 05:00 PM

                                                                                        Passenger Vehicles                                                                      226
                                                                0




                                                                                                                                                       Left
                                  297




                                                                                        Dual Trucks
                                Out




                                                                                                                                                                                         Total
                                                                                                                                                              0




                                                                                        Heavy Trucks
                                                                                                                                                                                          390




                                                                                            Left        Thru Right
                                                                                                    0       0    0


                                                                                                0             0         0
                                                                                          Out            In         Total

